CORPORATE_IDENTIFICATION_NUMBER,Company_Name,Company_status,Company_class,Company_Category,Company_sub_category,DATE_OF_REGISTRATION,REGISTERED_STATE,AUTHORIZED_CAP,PAIDUP_CAPITAL,Industrial_Class,PRINCIPAL_BUSINESS_ACTIVITY_AS_PER_CIN,Registered_Office_Address,REGISTRAR_OF_COMPANIES,EMAIL_ADDR,Latest_Year_AR,Latest_Year_BS
U20219UR1994PTC016556,VIKAS PLYWOOD PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,15-06-94,Uttarakhand,2000000,2000000,20219,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","AGM-31GALLA MANDI RUDRAPUR UTTARANCHAL , Unclassified UR 263153",RoC-Uttarakhand,vikasplywoodp@yahoo.com,20200331,20200331
U20219UR2020PTC011433,AGARWAL WOOD PRODUCTS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,07-09-20,Uttarakhand,1500000,100000,20219,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","SHOP NO. 9 LIC, AVAS VIKAS RUDRAPUR , Udham Singh Nagar Unclassified UR 263153",RoC-Uttarakhand,bajrang0022@yahoo.co.in,NA,NA
U20231UR2017PLC008626,ARCHIDPLY DECOR LIMITED,Active,Public,Company limited by Shares,Non-govt company,14-06-17,Uttarakhand,60000000,55662500,20231,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","PLOT NO 7, SECTOR-9, INTEGRATED INDUSTRIAL ESTATE, SIDCUL, PANT NAGAR, RUDRAPUR, UDHAM SINGH NAGAR, RUDRAPUR , Udham Singh Nagar Unclassified UR 263153",RoC-Uttarakhand,rajneeshsharma@archidply.com,20200331,20200331
U20232UR1994PTC016569,DURGA DOORS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,17-06-94,Uttarakhand,4000000,4000000,20232,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","AGM - 31/2, GALLA MANDI RUDRAPUR , Unclassified UR 263153",RoC-Uttarakhand,mitrapal.b@gmail.com,20200331,20200331
U20290UR2016PTC007234,VM WOOD & VENEER TRADERS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,04-08-16,Uttarakhand,20000000,2050000,20290,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","RAMNAGAR ROAD KASHIPUR , Udham Singh Nagar Unclassified UR 244713",RoC-Uttarakhand,casachin.ksp47@gmail.com,20190331,20190331
U20292UR2016PTC007426,RANDHAWA BRACKETS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,29-11-16,Uttarakhand,100000,100000,20292,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","C/O RAMJEET SINGH ISAI NAGAR NO-1, LAMACHAUR HALDWANI , Nainital Unclassified UR 263139",RoC-Uttarakhand,akdcassociates@rediffmail.com,NA,NA
U20294UR2020PTC011037,IDECOR TIMBER PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,15-06-20,Uttarakhand,100000,100000,20294,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","Gyan Lok Colony, Missi, Haridwar , Haridwar Unclassified UR 249403",RoC-Uttarakhand,yaralokesh@gmail.com,NA,NA
U20295UR2017OPC008038,WASEEM EXPORTER OF GOODS (OPC) PRIVATELIMITED,Active,Private(One Person Company),Company limited by Shares,Non-govt company,21-08-17,Uttarakhand,20000,20000,20295,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","Shop No 1 Near Mahashiv Mandir KEDARPUR , Dehradun Unclassified UR 248001",RoC-Uttarakhand,waseemakram78600@gmail.com,20200331,20200331
U20295UR2018PTC008417,DURABRANCH EXPORTS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,18-01-18,Uttarakhand,1000000,100000,20295,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","Mr. J. D. KALRA S/O LEKHU RAM KASHIPUR ROAD, NEAR RAILWAY CROSSING RUDRAPUR , Udham Singh Nagar Unclassified UR 263153",RoC-Uttarakhand,ravindrakumar84@gmail.com,20200331,20200331
U20295UR2018PTC009123,NAVACHITRITI INNONATIVES PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,10-10-18,Uttarakhand,4000000,3000000,20295,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","21-1/16 Prakash Nagar, near Idgah DEHRADUN , Dehradun Unclassified UR 248001",RoC-Uttarakhand,amit@techinfiniti.com,NA,NA
U20296UR2007PTC032390,DEVBHOOMI STONE CO. PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,10-04-07,Uttarakhand,10000000,10000000,20296,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","STATION ROAD, HALDWANI , Unclassified UR 263139",RoC-Uttarakhand,kailash@shardaca.com,20200331,20200331
U20296UR2019PTC010299,BACK TO EARTH SOLUTIONS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,09-10-19,Uttarakhand,100000,100000,20296,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","C/o Bachan Singh, 166, Smith Nagar, Prem Nagar, DEHRADUN , Dehradun Unclassified UR 248007",RoC-Uttarakhand,compoffice07@gmail.com,NA,NA
U20299UR2007PTC032376,RUDRA WOODPACK PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,19-03-07,Uttarakhand,500000,500000,20299,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","PLOT-A,-1 AIS INDUSTRIAL ESTATE VILLAGE LATHERDEVA HOON, MAGALORE-JHABRERA ROAD ROORKEE , Haridwar Unclassified UR 247665",RoC-Uttarakhand,rudrawoodpackpltd@gmail.com,20200331,20200331
U20299UR2012PTC000302,ANKIT TIMBER PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,21-06-12,Uttarakhand,500000,100000,20299,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","HOUSE NO. 17 PATHANPURA ROORKEE , Haridwar Unclassified UR 247667",RoC-Uttarakhand,mohitarora.co@gmail.com,NA,NA
U20299UR2014PTC001127,LAURUS KIDZONE PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,20-05-14,Uttarakhand,500000,500000,20299,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","Plot No. 204, Banjarawala Tea Estate THDC Colony Dehradun , Dehradun Unclassified UR 248001",RoC-Uttarakhand,gauravbhandari17@gmail.com,20150331,20150331
U20299UR2017PTC007634,VINCRAFTS MART PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,03-03-17,Uttarakhand,100000,100000,20299,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","1226/1 Mahigram Rampur Road Haridwar , Haridwar Unclassified UR 247667",RoC-Uttarakhand,suhail.nitj@gmail.com,NA,NA
U20299UR2017PTC007957,ACMY WOODS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,14-07-17,Uttarakhand,1000000,150000,20299,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","Flat No. 6111, SIX FLOOR, VARDHMAN TOWER JURS COUNTRY JWALAPUR , Haridwar Unclassified UR 249407",RoC-Uttarakhand,singh.bali54@gmail.com,NA,NA
U20299UR2018FTC008952,DEHRADUN GUITARS PRIVATE LIMITED,Active,Private,Company limited by Shares,Subsidiary of Foreign Company,20-08-18,Uttarakhand,1000000,100000,20299,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","72/57/58 Beergirwali RAJPUR , Dehradun Unclassified UR 248009",RoC-Uttarakhand,tsering@joynbags.com,20200331,20200331
U20299UR2018PTC008869,T&C GENERAL WOODS AND VENEERS PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,03-07-18,Uttarakhand,1000000,100000,20299,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","C/O MR.SHIV KUMAR GUPTA 1, MOH GHANDI NAGAR , S PATTI BAZPUR , Udham Singh Nagar Unclassified UR 262401",RoC-Uttarakhand,agarwalchaman@yahoo.co.in,20200331,20200331
U20299UR2018PTC009049,SIDI INDIA PACK PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,20-09-18,Uttarakhand,3000000,500000,20299,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","01 RAM GARDEN SHIMLA, BAHADUR , Udham Singh Nagar Unclassified UR 263153",RoC-Uttarakhand,mishra.caritesh@gmail.com,20200331,20200331
U20299UR2019PTC009825,SPRUCE PLYWOOD PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,22-05-19,Uttarakhand,1500000,100000,20299,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","C-32, ALLIANCE COLONY, RUDRAPUR , Udham Singh Nagar Unclassified UR 263153",RoC-Uttarakhand,plywoodspruce@gmail.com,20200331,20200331
U20299UR2019PTC009875,YEW PLYWOOD PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,04-06-19,Uttarakhand,1500000,100000,20299,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","C-63, PHASE-2, ALLIANCE COLONY RUDRAPUR , Udham Singh Nagar Unclassified UR 263153",RoC-Uttarakhand,plywoodyew2020@gmail.com,20200331,20200331
U20299UR2019PTC010217,BUSTAANI MODULAR SOLUTION PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,12-09-19,Uttarakhand,100000,100000,20299,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","SHOP NO. 28/21 KAULAGHAR ROAD DEHRADUN , Dehradun Unclassified UR 248001",RoC-Uttarakhand,mohd.touseef@gmail.com,20200331,20200331
U20299UR2019PTC010365,FUTURENEEDS FURNITURE PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,31-10-19,Uttarakhand,500000,100000,20299,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","c/o MUNNI DEVI CHAITI COLONY KASHIPUR , Udham Singh Nagar Unclassified UR 244713",RoC-Uttarakhand,SHARMAVIKAS1973@GMAIL.COM,NA,NA
U20299UR2021PTC011934,PAL PLYWOOD AND TILES PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,08-01-21,Uttarakhand,1500000,100000,20299,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","C/o MEENU PAL, NEAR MAYUR HOTEL MALLI BAMORI NAINITAL ROAD HALDWANI , Nainital Unclassified UR 263139",RoC-Uttarakhand,quantacables@gmail.com,NA,NA
U21000UR2008PTC001769,VISHVAKARMA TISSUE PRIVATE LIMITED,Amalgamated,Private,Company limited by Shares,Non-govt company,27-02-08,Uttarakhand,60000000,45908000,21000,Manufacture of paper and paper products,"4.5 KM, Ramnagar Road, Kashipur , Udham Singh Nagar Unclassified UR 244713",RoC-Uttarakhand,satishjain35@yahoo.com,20170331,20170331
U21000UR2012PTC000362,MANIDEV PACKAGING PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,08-08-12,Uttarakhand,500000,100000,21000,Manufacture of paper and paper products,"PLOT NO. A-103, PHASE I ELDECO SIDCUL INDUSTRIAL PARK SITARGANJ , Udham Singh Nagar Unclassified UR 262405",RoC-Uttarakhand,MOHITARORA.CO@GMAIL.COM,NA,NA
U21000UR2012PTC000505,RAJLAKSHMI PAPER & BOARDS PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,13-12-12,Uttarakhand,60000000,45450000,21000,Manufacture of paper and paper products,"SINGHAL EMPORIUM DISTT. UDHAM SINGH NAGAR BAZPUR , Udham Singh Nagar Unclassified UR 262401",RoC-Uttarakhand,rajlakshmipaper@rediffmail.com,20200331,20200331
U21000UR2016PTC007285,SHIVASTHA INDUSTRIES PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,30-08-16,Uttarakhand,100000,100000,21000,Manufacture of paper and paper products,"C/O VYOMKESH PACKAGING INDUSTRY SMT. SANGEETA CHAUHAN BHARATPUR GARHINEGI JASPUR , Udham Singh Nagar Unclassified UR 244712",RoC-Uttarakhand,shivasthaind2016@gmail.com,20190331,20190331
U21000UR2017PTC007654,SBJ PACKAGING INDUSTRIES PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,10-03-17,Uttarakhand,1000000,132305,21000,Manufacture of paper and paper products,"PLOT NO 58-59, SECTOR-5 IIE, SIDCUL HARIDWAR , Haridwar Unclassified UR 249403",RoC-Uttarakhand,amarbalajipackaging@yahoo.in,20200331,20200331
U21000UR2018PTC008948,AADHARSHREE PAPER MILLS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,14-08-18,Uttarakhand,60000000,54570000,21000,Manufacture of paper and paper products,"SHOP NO.12, 189, ZILA PANCHAYAT SHOP, CIVIL LINES ROORKEE , Haridwar Unclassified UR 247667",RoC-Uttarakhand,shreyv2007@gmail.com,20200331,20200331
U21000UR2019PTC010500,ENVIROSAFE PRODUCT PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,09-12-19,Uttarakhand,2500000,1000000,21000,Manufacture of paper and paper products,"H.No 25 Villa Richcha Gumcheya Keshougarh GADARPUR , Udham Singh Nagar Unclassified UR 263152",RoC-Uttarakhand,taxhelpksp@gmail.com,20200331,20200331
U21000UR2019PTC010546,SWASTEEKART PRINT AND PACK PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,19-12-19,Uttarakhand,1000000,100000,21000,Manufacture of paper and paper products,"Kh. No. 1027, Salempur Rajputana Ind Area, Ram Nagar ROORKEE , Haridwar Unclassified UR 247667",RoC-Uttarakhand,SWASTEEKARTPRINT@HEMANTGUPTA.CO.IN,20200331,20200331
U21000UR2020PTC010938,CJOY PAPER SOLUTION PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,30-04-20,Uttarakhand,100000,100000,21000,Manufacture of paper and paper products,"C/O JYOTSANA, KHASARA NO. 393 CANAAL ROAD,NIGAM ROAD, SELAQUI DEHRADUN , Dehradun Unclassified UR 248011",RoC-Uttarakhand,client@legalraasta.com,NA,NA
U21000UR2020PTC011081,JAMANSON PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,30-06-20,Uttarakhand,10000,5000,21000,Manufacture of paper and paper products,"C/O. JAMAN SINGH, H. N. 176, BAGARIHAT ASKOTE, PO. TITARI,TEH. DIDIHAT PITHORAGARH , Nainital Unclassified UR 262543",RoC-Uttarakhand,zarganga@gmail.com,NA,NA
U21000UR2020PTC011723,K.S. TISSUES PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,07-11-20,Uttarakhand,1000000,100000,21000,Manufacture of paper and paper products,"C/OMrs. NIRMLA AGARWAL W/O.KAMLESH KUMAR 40, KHUSI ENCLAVE, RUDRAPUR RUDRAPUR , Udham Singh Nagar Unclassified UR 263153",RoC-Uttarakhand,kskagaz@gmail.com,NA,NA
U21010UR2004PLC029121,SAHOTA PAPERS LIMITED,Active,Public,Company limited by Shares,Non-govt company,30-09-04,Uttarakhand,90000000,88784750,21010,Manufacture of paper and paper products,"3RD KM STONE, NH 74, VILLAGE NARAYANPUR KHATIMA-HARIDWAR ROAD JASPUR , Udham Singh Nagar Unclassified UR 244712",RoC-Uttarakhand,info@sahotapapers.com,20200331,20200331
U21011UR1985PLC007433,KHATEMA FIBRES LIMITED,Active,Public,Company limited by Shares,Non-govt company,03-10-85,Uttarakhand,300000000,282438000,21011,Manufacture of paper and paper products,"UPSIDC INDUSTRIAL AREA LOHIA HEAD ROAD KHATEMA (UDHAM SINGH NAGAR) , Unclassified UR 262308",RoC-Uttarakhand,info@khatemafibres.com,20200331,20200331
U21011UR1985PTC007180,MULTIWAL DUPLEX PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,08-05-85,Uttarakhand,180000000,180000000,21011,Manufacture of paper and paper products,"BAZPUR ROADKASHIPUR U S NAGAR UTTARANCHAL , Unclassified UR 244713",RoC-Uttarakhand,CMDMULTIWAL@YMAIL.COM,20190331,20190331
U21011UR1991PLC012705,MANORAMA PAPER MILLS LIMITED,Active,Public,Company limited by Shares,Non-govt company,23-01-91,Uttarakhand,40000000,39890000,21011,Manufacture of paper and paper products,"DORAHA RAMPUR ROAD BAZPUR DISTT USNAGAR , Udham Singh Nagar Unclassified UR 262401",RoC-Uttarakhand,deepakjain@adiebroswon.com,20200331,20200331
U21011UR2002PLC027071,NAINI TISSUES LIMITED,Amalgamated,Public,Company limited by Shares,Non-govt company,20-11-02,Uttarakhand,170000000,170000000,21011,Manufacture of paper and paper products,"STATION ROAD OPPOSITE RADHEY SHYAM BUILDING KASHIPUR UDHAM SINGH NAGAR , Unclassified UR 244713",RoC-Uttarakhand,csvivek@nainigroup.com,20200331,20200331
U21011UR2004PTC028825,CHEEMA PAPER MILLS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,06-07-04,Uttarakhand,50000000,39886250,21011,Manufacture of paper and paper products,"RAMRAJ ROAD BAJPUR BAJPUR , Unclassified UR 262401",RoC-Uttarakhand,MCAFILING198@GMAIL.COM,20200331,20200331
U21012UR1983PTC006204,VIMMI PAPER PRODUCTS PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,09-08-83,Uttarakhand,350000,45000,21012,Manufacture of paper and paper products,"A-12,GOVT.INDUSTRIAL ESTATEVIKASH NAGAR DEHRADUN UTTAR PRADESH , Dehradun Unclassified UR 000000",RoC-Uttarakhand,NA,NA,NA
U21012UR1985PTC007262,RAMAPATI PAPIRES UDYOG PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,02-07-85,Uttarakhand,500000,461000,21012,Manufacture of paper and paper products,"A-8 INDUSTRIALESTATE VIKAS NAGAR UTTARANCHAL , Unclassified UR 248198",RoC-Uttarakhand,abhay.udr2@gmail.com,20150331,20150331
U21012UR1988PLC009679,CHEEMA PAPERS LIMITED,Active,Public,Company limited by Shares,Non-govt company,26-05-88,Uttarakhand,73213750,70320000,21012,Manufacture of paper and paper products,"9 KM.STONE BAZPUR ROAD KASHIPUR , Unclassified UR 244713",RoC-Uttarakhand,cheema_kashipur@yahoo.in,20200331,20200331
U21012UR1989PTC010477,VIDHATA VINYLS PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,16-02-89,Uttarakhand,1000000,4000,21012,Manufacture of paper and paper products,"RUDRAPUR KICHHA ROAD VILLAGELALPUR NANITAL UTTARANCHAL , Nainital Unclassified UR 000000",RoC-Uttarakhand,NA,NA,NA
U21012UR1989PTC011342,PARNAMI PAPER MILL PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,03-11-89,Uttarakhand,2500000,0,21012,Manufacture of paper and paper products,"REHMAN KHANI STREETKASHI PUR NAINITAL UTTRANCHAL , Nainital Unclassified UR 000000",RoC-Uttarakhand,NA,NA,NA
U21012UR1991PTC013468,EAGLE ABRASIVES PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,30-08-91,Uttarakhand,500000,3000,21012,Manufacture of paper and paper products,"B-4, INDUSTRIAL AREA,VIKASNAGAR, DEHRADUN uttaranchal , Dehradun Unclassified UR 000000",RoC-Uttarakhand,NA,NA,NA
U21012UR1992PTC014099,SAI TECHNOPACK PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,25-02-92,Uttarakhand,500000,486000,21012,Manufacture of paper and paper products,"228,LANE-7,MOHIT NAGAR,DEHRADUN DEHRADUN UTTRANCHAL , Dehradun Unclassified UR 000000",RoC-Uttarakhand,NA,NA,NA
U21012UR1992PTC014420,HARIDWAR FIBRES PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,01-06-92,Uttarakhand,1500000,4000,21012,Manufacture of paper and paper products,"76 RAJ GHATKANKHAL HARIDWAR UTTRANCHAL , Haridwar Unclassified UR 000000",RoC-Uttarakhand,NA,NA,NA
U21012UR2006PTC011950,GARGI COATED PAPERS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,02-02-06,Uttarakhand,9000000,8050000,21012,Manufacture of paper and paper products,"KH. NO. 311, LAKESHRI INDUSTRIAL AREA ROORKEE , Haridwar Unclassified UR 247661",RoC-Uttarakhand,gargi.coated@gmail.com,20200331,20200331
U21013UR2008PTC032714,RELIANT PUBLICATIONS & AGRO PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,03-11-08,Uttarakhand,1000000,100000,21013,Manufacture of paper and paper products,"VILLAGE AND POST SIKANDARPUR BHAINSWAL HARIDWAR , Haridwar Unclassified UR 249407",RoC-Uttarakhand,sagarwalrke@hotmail.com,NA,NA
U21013UR2009PLC032965,PRIYADARSHI KAGAZ LIMITED,Strike Off,Public,Company limited by Shares,Non-govt company,08-10-09,Uttarakhand,10000000,1000000,21013,Manufacture of paper and paper products,"13, SHOPPING CENTRE UDHAM SINGH NAGAR PANTNAGAR , Udham Singh Nagar Unclassified UR 263145",RoC-Uttarakhand,agarwalchaman@yahoo.co.in,NA,NA
U21013UR2017PTC008092,GOSWAMI PACKAGING PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,07-09-17,Uttarakhand,1000000,200000,21013,Manufacture of paper and paper products,"YPS COLONY, JAMALPUR KALA, JAGJEETPUR, LAKSAR ROAD, HARIDWAR , Haridwar Unclassified UR 249408",RoC-Uttarakhand,ranjit2903@gmail.com,20190331,20190331
U21014UR1984PTC006866,DOON POLYSACKS INDUSTRIES PRIVATELIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,03-12-84,Uttarakhand,1000000,1000,21014,Manufacture of paper and paper products,"MAHOBAWALA INDUSTRIAL AREA DEHRADUN DEHRADUN , Dehradun Unclassified UR 000000",RoC-Uttarakhand,NA,NA,NA
U21014UR2008PTC032574,MAITRI PACKAGING SOLUTIONS PRIVATELIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,27-02-08,Uttarakhand,200000,0,21014,Manufacture of paper and paper products,"53, 54- PNKAJ VIHAR, PITHUWALA SHIMLA ROAD DEHRADUN , Dehradun Unclassified UR 248001",RoC-Uttarakhand,jindalr1@rediffmail.com,NA,NA
U21014UR2013PTC000885,AN HUI PACKAGING COMPANY PRIVATE LIMITED,Under Process of Striking off,Private,Company limited by Shares,Non-govt company,07-10-13,Uttarakhand,500000,100000,21014,Manufacture of paper and paper products,"F 103 UPSIDC Selaqui Dehradun , Dehradun Unclassified UR 248197",RoC-Uttarakhand,chandru1945@yahoo.co.in,20170331,20170331
U21014UR2013PTC000950,PRIEST PACKAGING PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,04-12-13,Uttarakhand,100000,100000,21014,Manufacture of paper and paper products,"PLOT NO. 263, VILLAGE-BINDUKHERA POST OFFICE-DANPUR RUDRAPUR RUDRAPUR , Udham Singh Nagar Unclassified UR 263153",RoC-Uttarakhand,catapas25@gmail.com,NA,NA
U21015UR1980PTC005150,KASHIPUR STRAW AND CARD BOARD MILLSPRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,10-12-80,Uttarakhand,2000000,1800000,21015,Manufacture of paper and paper products,"The Cloud 9 Resort, Devbhoomi, Village Dhikuli, Pargana Bhavar Kota,Ramnagar-Ranikhet Road, Uttaranchal , Nainital Unclassified UR 244715",RoC-Uttarakhand,UMESHMALIKASSOCIATES@GMAIL.COM,20200331,20200331
U21015UR1981PTC005302,RASTOGI STRAW BOARD MILLS PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,12-05-81,Uttarakhand,1000000,8000,21015,Manufacture of paper and paper products,"C/O DR J P RASTOGIKASHIPUR NAINITAL UTTRANCHAL , Nainital Unclassified UR 000000",RoC-Uttarakhand,NA,NA,NA
U21015UR1981PTC005464,FINE STRAW AND CARD BOARD FACTORYPRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,22-10-81,Uttarakhand,1000000,110000,21015,Manufacture of paper and paper products,"BUILDING NO 178MORADABAD ROAD KASHIPUR NAINITAL UTTRANCHAL , Nainital Unclassified UR 000000",RoC-Uttarakhand,NA,NA,NA
U21015UR1986PTC007633,VISHVAKARMA PAPER AND BOARDS PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,15-01-86,Uttarakhand,40000000,38500000,21015,Manufacture of paper and paper products,"4 5 KM RAM NAGAR ROADKASIPUR U S NAGAR UTTARANCHAL , Unclassified UR 244713",RoC-Uttarakhand,satishjain35@yahoo.com,20190331,20190331
U21015UR1986PTC008041,HARDWAR PAPER AND BOARD MILLS PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,18-07-86,Uttarakhand,500000,65000,21015,Manufacture of paper and paper products,"25 JHADAN MOHALLA NEAR JAIN MANDIR JWAALAPUR, HARDWAR , Haridwar Unclassified UR 000000",RoC-Uttarakhand,NA,NA,NA
U21015UR1997PTC022283,ASSOCIATED PAPER AND CHEMICALS (INDIA) PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,10-07-97,Uttarakhand,500000,100000,21015,Manufacture of paper and paper products,"38 OM VIHARAJABPUR KALAN DEHRADUN UTTRANCHAL , Dehradun Unclassified UR 248001",RoC-Uttarakhand,colawddn@nangia.com,NA,NA
U21015UR2008PTC032583,ALPS UTTARAKHAND ENERGY PRIVATE LIMITED,Strike Off,Private,Company Limited by Guarantee,Non-govt company,10-03-08,Uttarakhand,10000000,500000,21015,Manufacture of paper and paper products,"PLOT NO. 1A, SECTOR - 10, ROSHNABAD ROAD INTEGRATED INDUSTRIAL ESTATE, SIDCUL HARIDWAR , Haridwar Unclassified UR 249403",RoC-Uttarakhand,sandeep@alpsindustries.com,20100331,20100331
U21015UR2019PTC009722,BISHT PAPERWORKS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,11-04-19,Uttarakhand,1000000,100000,21015,Manufacture of paper and paper products,"Village Bella, Post Office Dewayal Tehsil Salt,, ALMORA Almora , Almora Unclassified UR 244715",RoC-Uttarakhand,kapilbisht821@gmail.com,20200331,20200331
U21022UR1981PTC005205,PARVATI PAPER PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,19-02-81,Uttarakhand,2500000,20000,21022,Manufacture of paper and paper products,"231-OLDDALANWALA DEHRADUN UTTRANCHAL , Dehradun Unclassified UR 000000",RoC-Uttarakhand,NA,NA,NA
U21029UR1991PTC013577,CHHABRA CORRUGATION WORK PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,03-10-91,Uttarakhand,300000,30000,21029,Manufacture of paper and paper products,"B-282 AVAS VIKAS RUDRAPURNAINITAL NAINITAL UTTARANCHAL , Nainital Unclassified UR 000000",RoC-Uttarakhand,NA,NA,NA
U21029UR2019PTC009546,RVM PACKAGING PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,20-02-19,Uttarakhand,100000,100000,21029,Manufacture of paper and paper products,"HOUSE NO 2 VILLAGE BAGI, KOTI RISHIKESH , Dehradun Unclassified UR 248202",RoC-Uttarakhand,navdeepuniyal847@gmail.com,20200331,20200331
