CORPORATE_IDENTIFICATION_NUMBER,Company_Name,Company_status,Company_class,Company_Category,Company_sub_category,DATE_OF_REGISTRATION,REGISTERED_STATE,AUTHORIZED_CAP,PAIDUP_CAPITAL,Industrial_Class,PRINCIPAL_BUSINESS_ACTIVITY_AS_PER_CIN,Registered_Office_Address,REGISTRAR_OF_COMPANIES,EMAIL_ADDR,Latest_Year_AR,Latest_Year_BS
U15512ML1988PTC003083,HIGHLAN BREWERIES PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,29-09-88,Meghalaya,1200000,10200,15512,Manufacture of food products and beverages,"C/O L C THAM LUMMAWBAH UPPERSHILLONG SHILLONG MEGHALAYA , East Khasi Hills Unclassified ML 793005",RoC-Shillong,NA,NA,NA
U15533ML2005PTC007744,PREMIER ALCOBREW PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,12-05-05,Meghalaya,2000000,650000,15533,Manufacture of food products and beverages,"BARIDUAGUWAHATI SHILLONG HIGHWAY AMERIGOG MEGHALAYA. , Unclassified ML 781023",RoC-Shillong,skjghty@gmail.com,31-03-20,31-03-20
U15541ML2013PTC008551,P.L.INDUSTRIES PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,03-09-13,Meghalaya,30000000,26635000,15541,Manufacture of food products and beverages,"29A, Cantonment, Goenka Market Shillong , East Khasi Hills Unclassified ML 793001",RoC-Shillong,bikashslway@rediffmail.com,31-03-20,31-03-20
U15541ML2016PTC008598,ANSUANIYA UNIQUE MULTI-TECH PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,10-02-16,Meghalaya,1000000,500000,15541,Manufacture of food products and beverages,"VILL & PO- WILLIAMPUR PS-TIKRIKILLA TIKRIKILLA , West Garo Hills Unclassified ML 794109",RoC-Shillong,opsharma8714@gmail.com,31-03-20,31-03-20
U15543ML1997PTC005018,K K BEVERAGES PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,19-03-97,Meghalaya,2500000,2455000,15543,Manufacture of food products and beverages,"9TH MILE BARIDUAKHANAPARA RI BHOI MEGHALAYA , Unclassified ML 793101",RoC-Shillong,kk_primewater@yahoo.co.in,31-03-20,31-03-20
U15543ML2000PTC006049,KING AQUA PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,28-02-00,Meghalaya,5000000,3939000,15543,Manufacture of food products and beverages,"RYMBAI VILLA, NEAR MIZO MODERN SCHOOL NONGRIM HILLS SHILLONG , Unclassified ML 793014",RoC-Shillong,mca.jyotiashok@gmail.com,31-03-09,31-03-09
U15543ML2000PTC006212,SHAKTI BEVERAGES PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,13-06-00,Meghalaya,100000,20000,15543,Manufacture of food products and beverages,"LAMA VILLAGARIKHANA SHILLONG EAST KHASI HILLS MEGHALAYA , East Khasi Hills Unclassified ML 793002",RoC-Shillong,NA,NA,NA
U15549ML1973PTC001438,ASSOCIATED BEVERAGES PVT LTD,Active,Private,Company limited by Shares,Non-govt company,28-08-73,Meghalaya,10000000,820000,15549,Manufacture of food products and beverages,"15TH MILE, BYRNIHAT G.S.ROAD RI BHOI DISTRICT , Unclassified ML 793101",RoC-Shillong,sales@atcbeverages.com,31-03-20,31-03-20
U15549ML1992PLC003751,ASPER AGRO FOODS LTD,Strike Off,Public,Company limited by Shares,Non-govt company,23-07-92,Meghalaya,500000,32000,15549,Manufacture of food products and beverages,"JARL PLOT NO 162 UMPLYINRYANGAH COLONY, SHILLONG , East Khasi Hills Unclassified ML 793006",RoC-Shillong,NA,NA,NA
U15549ML1998PTC005414,PURBANCHAL BEVERAGES PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,27-05-98,Meghalaya,1000000,3000,15549,Manufacture of food products and beverages,"12 TH MILE, BYRNIHAT RIBHOI DIST , Unclassified ML 000000",RoC-Shillong,NA,NA,NA
U15549ML2017PTC013621,AUROVILLAGE FOODS & NATURE PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,02-03-17,Meghalaya,1000000,100000,15549,Manufacture of food products and beverages,"UPPER BALIAN, UMTRU ROAD BYRNIHAT , Ri-Bhoi Unclassified ML 793101",RoC-Shillong,mclcoal@yahoo.co.in,31-03-20,31-03-20
U15549ML2018PTC013655,TYNRAI FARMS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,27-02-18,Meghalaya,1000000,200000,15549,Manufacture of food products and beverages,"C/O BANSARALANG RYNJAH 125 DONGKTIEH SHILLONG , East Khasi Hills Unclassified ML 793014",RoC-Shillong,himajyoti.ca@rediffmail.com,NA,NA
U16003ML2000PLC006128,UMADUTT INDUSTRIES LIMITED,Active,Public,Company limited by Shares,Non-govt company,19-04-00,Meghalaya,40000000,32592400,16003,Manufacture of tobacco products,"POLICE BAZAR G S ROAD SHILLONG , Unclassified ML 793001",RoC-Shillong,akshatudil@gmail.com,31-03-20,31-03-20
U16008ML1999PTC005917,MILLENIUM TRADING PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,28-10-99,Meghalaya,500000,21000,16008,Manufacture of tobacco products,"TURA WEST GARO HILLS MEGHALAYA , West Garo Hills Unclassified ML 794001",RoC-Shillong,NA,NA,NA
U16008ML2000PTC006084,MEGHA ROTOMOULDS PRIVATE LIMITED,Converted to LLP,Private,Company limited by Shares,Non-govt company,22-03-00,Meghalaya,2000000,1985000,16008,Manufacture of tobacco products,"BARA BAZAR G S ROAD SHILLONG , Unclassified ML 793002",Unclassified,meghapolytop@yahoo.co.in,31-03-17,31-03-17
U16008ML2000PTC006206,HILL VIEW MULTIPRODUCTS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,12-06-00,Meghalaya,10000000,9845000,16008,Manufacture of tobacco products,"GARIKHANA SHILLONG , Unclassified ML 791001",RoC-Shillong,hsg.head.office@gmail.com,31-03-19,31-03-19
U16008ML2007PTC008242,FRESH PRODUCTIONS & BISKS PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,09-01-07,Meghalaya,1000000,100000,16008,Manufacture of tobacco products,"JAIL ROAD HOUSE NO - 151 , WARD - 10 SHILLONG , East Khasi Hills Unclassified ML 793001",RoC-Shillong,d_dasassociates@yahoo.co.in,31-03-11,31-03-11
U16009ML2000PTC006184,SHAKTI TOBACCO PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,29-05-00,Meghalaya,100000,3000,16009,Manufacture of tobacco products,"MA VILLAGARIKHANA SHILLONG MEGHALAYA , East Khasi Hills Unclassified ML 793003",RoC-Shillong,NA,NA,NA
U17111ML1974PTC001544,MEGHALAYA SPINNING MILLS PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,20-07-74,Meghalaya,200000,83000,17111,Manufacture of textiles,"BURNIHATDIST EAST KHASI HILLS MEGHALAYA , East Khasi Hills Unclassified ML 000000",RoC-Shillong,NA,NA,NA
U17115ML1989PTC003348,MEGHALAYA KNITWEARS PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,11-09-89,Meghalaya,250000,15000,17115,Manufacture of textiles,"H O MRS LITTEMON THABABISHOP S FALL ROAD LOWER MAWPREM SHILLONG MEGHALAYA , East Khasi Hills Unclassified ML 000000",RoC-Shillong,NA,NA,NA
U17115ML2002PTC006961,MEGHA J K T FABRICS PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,03-12-02,Meghalaya,1000000,100000,17115,Manufacture of textiles,"THEM MARWETKHANAPARA RI BHOI , Unclassified ML 000000",RoC-Shillong,NA,NA,NA
U17119ML1973PTC001416,MEGHALAYA JUTE MANUFACTURING CO PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,26-05-73,Meghalaya,1000000,900000,17119,Manufacture of textiles,"GREEN HILLS BYRNIHAT RI BHOI DISTRICT , Unclassified ML 000000",RoC-Shillong,d_dasassociates2010@yahoo.com,31-03-09,31-03-09
U17119ML1976PLC001661,GARO HILLS JUTE MILLS LTD,Strike Off,Public,Company Limited by Guarantee,Non-govt company,14-05-76,Meghalaya,100000,0,17119,Manufacture of textiles,"ROOM NO.415, ADDL.CIVILSECTT.BLDG., SHILLONG-1, , East Khasi Hills Unclassified ML 000000",RoC-Shillong,NA,NA,NA
U17297ML2002PTC006855,HANNY FIBRE PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,25-06-02,Meghalaya,2000000,1627000,17297,Manufacture of textiles,"E P I PBYRNIHAT RI BHOI MEGHALAYA , Unclassified ML 793101",RoC-Shillong,info@makesworth.com,31-03-20,31-03-20
U17299ML2005PTC007616,NORTH EAST SYNTHETICS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,06-01-05,Meghalaya,14200000,14080000,17299,Manufacture of textiles,"15TH MILEG S ROAD OPP RI-BHOI SECURITY SERVICES BYRNIHAT SHILLONG , Unclassified ML 793101",RoC-Shillong,shwet.tcg@gmail.com,31-03-20,31-03-20
U18101ML1992PTC003813,ACHATES INTERNATIONAL PVT LTD,Active,Private,Company limited by Shares,Non-govt company,08-12-92,Meghalaya,7500000,5531550,18101,Manufacture of wearing apparel; dressing and dyeing of fur,"MAWLONGHAT SHILLONG , Unclassified ML 793002",RoC-Shillong,bsautomobiles.itax@gmail.com,31-03-20,31-03-20
U18209ML2018OPC013675,TUJ BESPOKE FASHIONS (OPC) PRIVATELIMITED,Active,Private(One Person Company),Company limited by Shares,Non-govt company,02-11-18,Meghalaya,1000000,900000,18209,Manufacture of wearing apparel; dressing and dyeing of fur,"C/O ALICETYNA MABLE PAKYNTEIN D/O LATE LISTINARY PAKYNTEIN, QUALAPATTY SHILLONG , East Khasi Hills Unclassified ML 793002",RoC-Shillong,allan.deiwi@gmail.com,31-03-20,31-03-20
U19119ML1975PLC001640,MEGHALAYA PENSIONER S LEATHER WORKS LTD,Strike Off,Public,Company limited by Shares,Non-govt company,15-11-75,Meghalaya,1500000,260400,19119,"Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear","ARTI VILLE NONGSHILLIANG, Nongthymmai SHILLONG , East Khasi Hills Unclassified ML 793014",RoC-Shillong,NA,NA,NA
U20100ML2008PTC008303,SAPHAI SAW MILL AND VENEER UNIT PRIVATELIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,30-01-08,Meghalaya,1000000,0,20100,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","SAPHAI POHRTIANG RALIANG DOLLOISHIP JOWAI , Jaintia Hills Unclassified ML 793150",RoC-Shillong,harissingh@sify.com,NA,NA
U20101ML1982PTC001951,RILUM MATCH SPLINTS PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,14-06-82,Meghalaya,1000000,855200,20101,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","SHILLONG SHILLONG MEGHALAYA , East Khasi Hills Unclassified ML 793002",RoC-Shillong,NA,NA,NA
U20101ML1985PTC002462,SEASAW INDIA PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,17-12-85,Meghalaya,2500000,150000,20101,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","DHANKHETISHILLONG EAST KHASI HILLS MEGHALAYA , East Khasi Hills Unclassified ML 793003",RoC-Shillong,NA,NA,NA
U20101ML1988PTC002928,TRICON WOOD PRODUCTS PVT LTD,Active,Private,Company limited by Shares,Non-govt company,04-04-88,Meghalaya,1000000,200,20101,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","POLICE BAZAR SHILLONG , East Khasi Hills Unclassified ML 793001",RoC-Shillong,NA,NA,NA
U20101ML2000PTC006166,J SAW AND MILL PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,15-05-00,Meghalaya,4000000,2800000,20101,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","15 TH MILEG S ROAD BYRNIHAT MEGHALAYA , Unclassified ML 793101",RoC-Shillong,jsmpl@hotmail.com,31-03-20,31-03-20
U20101ML2000PTC006167,BYRNIHAT WOOD INDUSTRIES PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,15-05-00,Meghalaya,2500000,2275000,20101,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","14TH MILEG S ROAD BYRNIHAT , Unclassified ML 793101",RoC-Shillong,megharkm@gmail.com,31-03-20,31-03-20
U20101ML2000PTC006168,B K SAW AND VENEER MILL P LTD,Active,Private,Company limited by Shares,Non-govt company,15-05-00,Meghalaya,2500000,417000,20101,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","12 TH MILE TAMULKUCH RI BHOI BYRNIHAT , Unclassified ML 793101",RoC-Shillong,bksv01@gmail.com,31-03-20,31-03-20
U20101ML2000PTC006169,M P WOOD AND MILL PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,15-05-00,Meghalaya,1000000,685000,20101,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","14TH MILE,G.S.ROAD, BYRNIHAT, MEGHALAYA. , Unclassified ML 000000",RoC-Shillong,megharkm@gmail.com,31-03-20,31-03-20
U20101ML2000PTC006185,SHILLONG VENEER AND SAW MILL PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,29-05-00,Meghalaya,1000000,900000,20101,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","LAMA VILLA, GARIKHANA SHILLONG , Unclassified ML 793002",RoC-Shillong,shillongveneers@gmail.com,31-03-20,31-03-20
U20101ML2000PTC006190,M N SAW CUM VENEER MILLS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,31-05-00,Meghalaya,3000000,2990000,20101,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","UMIAM INDUSTIAL AREARI BHOI BYRNIHAT , Unclassified ML 793103",RoC-Shillong,manmohanghy@gmail.com,31-03-20,31-03-20
U20101ML2000PTC006191,LODRI LYNGDOH SAW CUM VENEER MILLS PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,31-05-00,Meghalaya,100000,30000,20101,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","RIANGDEOWEST KHASI HILLS MEGHALAYA , West Khasi Hills Unclassified ML 000000",RoC-Shillong,NA,NA,NA
U20101ML2000PTC006198,MAWSHYNRUT VENEER PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,05-06-00,Meghalaya,100000,45000,20101,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","15TH MILEG S ROAD BYRNIHAT MEGHALAYA , West Khasi Hills Unclassified ML 000000",RoC-Shillong,NA,NA,NA
U20101ML2001PTC006481,VISHAL SAW CUM VENEER MILLS PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,09-04-01,Meghalaya,7500000,7400250,20101,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","C/O HARAK CHAND JAIN 5 JHALUPARA BAZAR SHILLONG , Unclassified ML 793002",RoC-Shillong,vscvmpl@gmail.com,31-03-19,31-03-20
U20101ML2002PTC006913,HILL MEGHA CANE AND WOODS PRIVATELIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,19-09-02,Meghalaya,500000,100000,20101,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","UPPER BALIYAN UMTRU ROAD, DIST. RI-BHOI BYRNIHAT , Unclassified ML 793001",RoC-Shillong,pioneercarbide@gmail.com,31-03-19,31-03-19
U20101ML2003PTC007084,SAINI TIMBERS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,21-04-03,Meghalaya,1000000,700000,20101,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","GARIKHANASHILLONG MEGHALAYA , Unclassified ML 793002",RoC-Shillong,deepak.sainitimber@gmail.com,31-03-20,31-03-20
U20101ML2003PTC007296,UTKARSH TREXIM PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,23-12-03,Meghalaya,10000000,4197600,20101,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","BYRNIHAT , Ri-Bhoi Unclassified ML 000000",RoC-Shillong,info@theme.org.in,31-03-13,31-03-13
U20101ML2004PTC007301,AKANCHHA VYAPAAR PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,06-01-04,Meghalaya,5000000,4460000,20101,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","15TH MILESBYRNIHAT MEGHALAYA , Ri-Bhoi Unclassified ML 793101",RoC-Shillong,info@theme.org.in,31-03-13,31-03-11
U20103ML1999PTC005888,S.M. RAILWAY SLEEPER AND ALLIED PRODUCTS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,06-10-99,Meghalaya,1000000,100000,20103,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","SRI KAMAKHYA COMPLEX 6 C LUCKIER ROAD SHILLONG , Unclassified ML 793002",RoC-Shillong,bpbajoria@yahoo.co.in,31-03-20,31-03-20
U20210ML2008PTC008342,MAWTHLLIANG WOOD PRODUCTS PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,12-11-08,Meghalaya,1000000,1000000,20210,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","BARAPANI INDUSTRIAL ESTATE UMIAM , Unclassified ML 793103",RoC-Shillong,rahuljainoffice@gmail.com,31-03-20,31-03-20
U20211ML1973PLC001450,MEGHALAYA PLYWOODS LIMITED,Strike Off,Public,Company limited by Shares,Non-govt company,28-09-73,Meghalaya,2500000,2349880,20211,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","BAWRI MANSIONS DHAN KHETI E K HILLS SHILLONG , East Khasi Hills Unclassified ML 793001",RoC-Shillong,NA,NA,NA
U20211ML1984PTC002190,SPDC ENGINEERS PVT LTD,Not Available for eFiling,Private,Company limited by Shares,Non-govt company,10-07-84,Meghalaya,500000,135000,20211,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","SOPHIA HOUSEDON BOSCO MAIN ROAD SHILLONG MEGHALAYA , Unclassified ML 000000",RoC-Shillong,NA,NA,NA
U20211ML1986PLC002505,BAWRI PLYWOODS LTD,Strike Off,Public,Company limited by Shares,Non-govt company,27-03-86,Meghalaya,12500000,8000000,20211,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","BARA BAZAR ROAD SHILLONG , East Khasi Hills Unclassified ML 793002",RoC-Shillong,NA,NA,NA
U20211ML1989PTC003183,NANGRUM SAW AND VENEER MILLS PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,13-02-89,Meghalaya,1000000,0,20211,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","VILL SOHRYNKHAM. EAST. KHASIHILLS. MEGHALAYA. , East Khasi Hills Unclassified ML 000000",RoC-Shillong,NA,NA,NA
U20211ML1990PTC003441,KAMREANGSHI WOOD PRODUCTS PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,22-05-90,Meghalaya,1500000,500,20211,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","MAWSHYNRUT ROAD VILLKAMREANGSHI DIST WEST KHASI HILLS MEGHALAYA , West Khasi Hills Unclassified ML 000000",RoC-Shillong,NA,NA,NA
U20211ML1993PTC004046,RIANGDO VENEERS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,16-12-93,Meghalaya,10000000,4878550,20211,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","BARAPANI INDUSTRIAL ARFAOPP RKB CEMENTSNGDO DIST RI BHOI MEGHALAYA , Unclassified ML 793103",RoC-Shillong,rvpl@gmail.com,31-03-20,31-03-20
U20211ML1994PTC004083,MAWTHYLLIANG TIMBERS PVT LTD,Active,Private,Company limited by Shares,Non-govt company,14-02-94,Meghalaya,2000000,1800000,20211,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","VILL MATHYLLIANG P O RAIANGDEDIST WEST KHASI HILLS MEGHALAYA , West Khasi Hills Unclassified ML 000000",RoC-Shillong,NA,NA,NA
U20211ML1999PTC005929,TIMBER CRAFT AND VENEER PRODUCTS INDIA PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,03-11-99,Meghalaya,11000000,8562000,20211,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","5 JHALUPARA BAZAR SHILLONG , Unclassified ML 793002",RoC-Shillong,timbercraft.veneer@gmail.com,31-03-19,31-03-20
U20211ML2000PTC006289,D.SHYRKON SAW & VENEER MILLS PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,01-09-00,Meghalaya,200000,40000,20211,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","UMDINRIANGDO NONGSTOIN WEST KHASHI HILLS MEGHALAYA , West Khasi Hills Unclassified ML 000000",RoC-Shillong,NA,NA,NA
U20213ML2001PTC006718,SYNERGY COMPOSITES PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,31-12-01,Meghalaya,1000000,100000,20213,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","Laitumukhra Shillong , East Khasi Hills Unclassified ML 793003",RoC-Shillong,NA,NA,NA
U20232ML2013PTC008540,AVIGHNAA PLY PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,23-04-13,Meghalaya,25000000,18020860,20232,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","Salonsar Mansion, 2nd floor, Police Bazaar, Shillong , Unclassified ML 793001",RoC-Shillong,avighnaaply@gmail.com,31-03-20,31-03-20
U20293ML1979SGC001792,MEGHALAYA BAMBOO CHIPS LIMITED,Active,Private,Company limited by Shares,State Govt company,14-09-79,Meghalaya,6000000,4800000,20293,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","KISMAT UPLAND ROAD, LAITUMKHRAH, SHILLONG , Unclassified ML 793003",RoC-Shillong,midc_shg@yahoo.com,31-03-20,31-03-16
U20293ML1998PTC005309,BANJOP CANBAM PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,20-01-98,Meghalaya,2000000,20000,20293,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","UMTRU ROAD BYRNIHATRI BHOI DISTRICT MEGHALAYA , Unclassified ML 000000",RoC-Shillong,NA,NA,NA
U20293ML2002PTC006769,EASTERN BAMBOO PRODUCTS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,28-02-02,Meghalaya,8000000,7900000,20293,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","Ri-Bhoi , Unclassified ML 793101",RoC-Shillong,sarparivahan1994@gmail.com,31-03-19,31-03-20
U20293ML2006PTC008039,MARBOH BAMBOO PRODUCTS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,20-01-06,Meghalaya,1000000,100000,20293,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","C/O R. MARBANIANG,NEAR RYNJAH POLICE STATION, POHKSEH (EAST), SHILLONG-793006 , Unclassified ML 000000",RoC-Shillong,marbohbamboo@yahoo.com,31-03-12,31-03-12
U20299ML2019PTC013681,MAKHANBHOG TIMBER AND MOULDING PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,27-03-19,Meghalaya,5000000,200000,20299,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","16TH MILE, G.S. ROAD DIST. RI-BHOI BYRNIHAT , Ri-Bhoi Unclassified ML 793101",RoC-Shillong,makhanghy@gmail.com,31-03-20,31-03-20
U21011ML2005PTC008464,MEGHALAYA BOARDS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,15-06-05,Meghalaya,500000,480000,21011,Manufacture of paper and paper products,"UMA PALACE S.C.ROAD, ATHGAON GUWAHATI , Unclassified ML 781001",RoC-Shillong,meghboards123@gmail.com,31-03-20,31-03-20
U21012ML1986PTC002557,DIDDAN ELECTRICALS AND ELECTRONICS PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,14-07-86,Meghalaya,500000,60000,21012,Manufacture of paper and paper products,"21 UMPLING DT EAST KHASI HILLSSHILLONG MEGHALAYA , East Khasi Hills Unclassified ML 000000",RoC-Shillong,NA,NA,NA
U21015ML1995PTC004461,SWARNADEVI BOARDS PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,31-05-95,Meghalaya,5000000,30000,21015,Manufacture of paper and paper products,"ELIBON CHAMBERS 1IEWDUH GARIKHANA SHILLONG EAST KHASI HILLS MEGHALAYA , East Khasi Hills Unclassified ML 793002",RoC-Shillong,NA,NA,NA
U21023ML2003PTC007124,NARAYANI STATIONERIES PACKAGING PRIVATELIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,11-06-03,Meghalaya,1000000,200000,21023,Manufacture of paper and paper products,"16TH MILEBYRNIHAT MEGHALAYA , Unclassified ML 000000",RoC-Shillong,NA,NA,NA
U21029ML2002PTC006726,YORK PRINT PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,10-01-02,Meghalaya,126000000,120245000,21029,Manufacture of paper and paper products,"G S ROAD VILL- BARIDUA BARIDUA , Unclassified ML 000000",RoC-Shillong,accounts@yorkprint.in,31-03-20,31-03-20
U21090ML2008PTC008343,H.M. PULP & PAPER PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,14-11-08,Meghalaya,50000000,44931660,21090,Manufacture of paper and paper products,"C/O NARAYAN PRASAD JHUNJHUNWALA UPPER BALIAN VILLAGE ,UMTRU ROAD, BYRNIHAT , Unclassified ML 793101",RoC-Shillong,hmpppl@hmgroup.net.in,31-03-20,31-03-20
U22100ML2007PTC008291,DIVYANSH POWERGEN PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,13-11-07,Meghalaya,270000000,257062000,22100,"Manufacture:Publishing, printing and reproduction of recorded media","VERONICA LANE( ADJACENT TO BANSARA EYE CLINIC) LAITUMKHRAH MAIN ROAD SHILONG , Unclassified ML 793003",RoC-Shillong,companysecretary@dsgroup.com,31-03-20,31-03-20
U22121ML2002PTC006922,SHILLONG TIMES PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,07-10-02,Meghalaya,50000000,16900000,22121,"Manufacture:Publishing, printing and reproduction of recorded media","MEGHALAYA SHILLONG RILBONG , Unclassified ML 793004",RoC-Shillong,shillongtimes@theshillongtimes.com,31-03-20,31-03-20
U22130ML2012PTC008516,ACHIK MEDIA PUBLISHING AND BROADCASTINGPRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,22-08-12,Meghalaya,500000,100000,22130,"Manufacture:Publishing, printing and reproduction of recorded media","PRINTING PRESS, RONGKHON NEAR DON BOSCO SCHOOL, RONGKHON TURA , West Garo Hills Unclassified ML 794002",RoC-Shillong,pravin.cs@rediffmail.com,NA,NA
U22219ML1983PTC002078,PATHFINDER PRESS PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,01-09-83,Meghalaya,500000,22000,22219,"Manufacture:Publishing, printing and reproduction of recorded media","LABANSHILLONG EAST KHASI HILLS MEGHALAYA , East Khasi Hills Unclassified ML 793004",RoC-Shillong,NA,NA,NA
