CORPORATE_IDENTIFICATION_NUMBER,Company_Name,Company_status,Company_class,Company_Category,Company_sub_category,DATE_OF_REGISTRATION,REGISTERED_STATE,AUTHORIZED_CAP,PAIDUP_CAPITAL,Industrial_Class,PRINCIPAL_BUSINESS_ACTIVITY_AS_PER_CIN,Registered_Office_Address,REGISTRAR_OF_COMPANIES,EMAIL_ADDR,Latest_Year_AR,Latest_Year_BS
U17124NL2003PTC007040,NAGA ECO-FRIENDLY MULTI-PRODUCTS PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,06-03-03,Nagaland,1000000,100000,17124,Manufacture of textiles,"PURANA BAZARNEAR SIMA BAPTIST CHURCH DIMAPUR NAGALAND , Dimapur Unclassified NL 797112",RoC-Shillong,NA,NA,NA
U17290NL2011PTC008297,VIMAL SYNCOTEX PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,11-05-11,Nagaland,1000000,100000,17290,Manufacture of textiles,"C/O KAILASH FANCY STORE M.P. ROAD DIMAPUR , Unclassified NL 797112",RoC-Shillong,kuldeepjain1993@gmail.com,31-03-20,31-03-20
U17309NL1998PTC005617,KOHIMA WEAVING AND HANDLOOM COMPANY PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,10-12-98,Nagaland,200000,7500,17309,Manufacture of textiles,"LT IMKONG S BUILDINGOFFICER S HILL LADIES ROAD KOHIMA NAGALAND , Kohima Unclassified NL 000000",RoC-Shillong,NA,NA,NA
U18101NL1992PTC003705,AMBIKA OVERSEAS PVT LTD,Active,Private,Company limited by Shares,Non-govt company,07-05-92,Nagaland,5000000,4965000,18101,Manufacture of wearing apparel; dressing and dyeing of fur,"CITY TOWER FIRST FLOORCIRCULAR ROAD DIMAPUR , Unclassified NL 797112",RoC-Shillong,info@kazaree.com,31-03-20,31-03-20
U19111NL1985PTC002392,NAGALAND BONE MILLS COMPANY PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,19-07-85,Nagaland,500000,290500,19111,"Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear","6TH MILE DIMAPURDIST KOHIMA NAGALAND , Kohima Unclassified NL 000000",RoC-Shillong,NA,NA,NA
U19201NL1997PTC005048,SHAKTI SHOE CO PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,21-04-97,Nagaland,1500000,10000,19201,"Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear","CHURCH ROADDIMAPUR NAGALAND , Kohima Unclassified NL 000000",RoC-Shillong,NA,NA,NA
U20100NL1981PTC001903,NAGALAND SAW & TIMBER PRODUCTS PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,28-09-81,Nagaland,500000,0,20100,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","TIRU, NAGINIMARA, DIST. : MONNAGALAND dimapur , Mon Unclassified NL 000000",RoC-Shillong,NA,NA,NA
U20100NL1984PLC002210,GREEN PLY INDUSTRIES LIMITED.,Amalgamated,Public,Company limited by Shares,Non-govt company,09-08-84,Nagaland,2000000,0,20100,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",", Mon Unclassified NL",RoC-Shillong,NA,NA,NA
U20101NL1977PLC001711,TIRAP VANEER AND SAW MILLS LTD.,Not Available for eFiling,Public,Company limited by Shares,Non-govt company,29-06-77,Nagaland,5000000,0,20101,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",", Changlang Unclassified NL",RoC-Shillong,NA,NA,NA
U20101NL1978PTC001742,NAGALAND VENEER & SAW MILLS PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,20-05-78,Nagaland,500000,200000,20101,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","TIRUNAGINIMORA NAGALAND , Mon Unclassified NL 000000",RoC-Shillong,NA,NA,NA
U20101NL1978PTC001743,KONYAK VENEER & SAW MILLS PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,20-05-78,Nagaland,500000,200000,20101,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","TIZITMON NAGALAND , Mon Unclassified NL 000000",RoC-Shillong,NA,NA,NA
U20101NL1979PTC001793,KONYAK TIMBER INDUSTRIES PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,10-10-79,Nagaland,200000,132000,20101,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","NAGINIMARAMON NAGALAND , Mon Unclassified NL 000000",RoC-Shillong,NA,NA,NA
U20101NL1980PTC001802,MOKOKCHUNG WOOD INDUSTRIES PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,11-01-80,Nagaland,500000,500000,20101,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","Bismile P.O. Tuli NAGALAND , Kohima Unclassified NL 000000",RoC-Shillong,NA,NA,NA
U20101NL1980PTC001806,NAGALAND WOOD PRODUCTS PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,27-02-80,Nagaland,500000,100000,20101,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","PONGKONG SAFRAIMON NAGALAND , Mon Unclassified NL 000000",RoC-Shillong,NA,NA,NA
U20101NL1980PTC001823,LONGTHO VALLEY WOODCRAFTS PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,15-07-80,Nagaland,500000,300000,20101,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","Japu Area,Longnak MOKOKCHUNG , Mokokchung Unclassified NL 000000",RoC-Shillong,NA,NA,NA
U20101NL1981PLC001910,CENTURY PLYWOODS LTD,Active,Public,Company limited by Shares,Non-govt company,27-11-81,Nagaland,2400000,504400,20101,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","CIRCULAR ROAD, DIMAPUR, , Unclassified NL 797112",RoC-Shillong,kishorebhc@yahoo.com,31-03-20,31-03-20
U20101NL1981PTC001876,NAGINIMORA VENEER & SAW MILLS PVT LTD,Active,Private,Company limited by Shares,Non-govt company,07-04-81,Nagaland,2500000,2470000,20101,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","MILAK INDUSTRIAL AREA, 8TH MILE TULI , Unclassified NL 798618",RoC-Shillong,milak2009@gmail.com,31-03-20,31-03-20
U20101NL1981PTC001893,NAGALAND SAW MILL TEMAN PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,31-08-81,Nagaland,2000000,2000000,20101,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","Vill-Tiru Singphan P.O. Naginamara,Dist-Mon NAGALAND , Mon Unclassified NL 000000",RoC-Shillong,NA,NA,NA
U20101NL1982PTC001935,UPPER TIRU WOOD PRODUCTS PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,21-04-82,Nagaland,2000000,500000,20101,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","VILL TIRU P O NAGINIMARADIST MON NAGALAND , Mon Unclassified NL 000000",RoC-Shillong,NA,NA,NA
U20101NL1982PTC001938,KHOSA INDUSTRIES PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,26-04-82,Nagaland,2500000,0,20101,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","VETERINARY ROAD, P.O. DIMAPUR,NAGALAND DIMAPUR , Kohima Unclassified NL 000000",RoC-Shillong,NA,NA,NA
U20101NL1982PTC001943,TEKANG WOOD INDUSTRIES PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,11-05-82,Nagaland,2000000,1100000,20101,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","TIZITMON NAGALAND , Mon Unclassified NL 000000",RoC-Shillong,NA,NA,NA
U20101NL1982PTC001944,TIZIT VENEER AND SAW MILLS PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,11-05-82,Nagaland,500000,4000,20101,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","P O TIZITDIST MON NAGALAND , Mon Unclassified NL 000000",RoC-Shillong,NA,NA,NA
U20101NL1982PTC001959,NAGINIMARA FOREST PRODUCTS PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,08-07-82,Nagaland,2500000,1266900,20101,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","P O NAGINIMARADIST MOM NAGALAND , Mon Unclassified NL 000000",RoC-Shillong,NA,NA,NA
U20101NL1982PTC001990,FRIENDS VENEER PVT LTD,Active,Private,Company limited by Shares,Non-govt company,24-11-82,Nagaland,1000000,196800,20101,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","TIZIT, NAGALANDDIST. MON , Mon Unclassified NL 000000",RoC-Shillong,NA,NA,NA
U20101NL1982PTC002002,LOWER TIRU FOREST PRODUCTS PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,16-12-82,Nagaland,2000000,750000,20101,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","NAGINIMORAMON NAGALAND , Mon Unclassified NL 000000",RoC-Shillong,NA,NA,NA
U20101NL1983PLC002042,NAGALAND WOOD INDUSTRIES PVT.LTD,Strike Off,Public,Company limited by Shares,Non-govt company,18-05-83,Nagaland,500000,200000,20101,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","7TH MILE CHUMUKEDEMAKOHIMA ROAD DIMAPUR-3 NAGALAND 797103 , Kohima Unclassified NL 000000",RoC-Shillong,NA,NA,NA
U20101NL1983PTC002007,WOODMAN INDUSTRIES PVT.LTD.,Not Available for eFiling,Private,Company limited by Shares,Non-govt company,25-01-83,Nagaland,2000000,0,20101,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","3RD MILE,P.O.-DIMAPUR,,DISTT-KOHIMA, NAGALAND. , Kohima Unclassified NL 000000",RoC-Shillong,NA,NA,NA
U20101NL1983PTC002038,VAN UDYOG PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,08-04-83,Nagaland,1000000,795100,20101,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","UPPER TIRU POST NAGINIMARADIST MON NAGALAND , Kohima Unclassified NL 000000",RoC-Shillong,NA,NA,NA
U20101NL1983PTC002039,GREENWOOD PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,28-04-83,Nagaland,1000000,100100,20101,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","NAGINIMARAMON NAGALAND , Mon Unclassified NL 000000",RoC-Shillong,NA,NA,NA
U20101NL1983PTC002040,WOOD & WOODS PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,28-04-83,Nagaland,1000000,500600,20101,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","TIRU P O NAGINIMARA NAGALANDDIST MON NAGALAND , Mon Unclassified NL 000000",RoC-Shillong,NA,NA,NA
U20101NL1983PTC002041,APEX TIMBERS PVT LIMITED.,Strike Off,Private,Company limited by Shares,Non-govt company,28-04-83,Nagaland,1000000,511600,20101,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","TIRU, NAGINIMORA, MON , Mon Unclassified NL 000000",RoC-Shillong,NA,NA,NA
U20101NL1983PTC002052,NAGINIMARA TIMBER INDUSTRIES PVT LTD,Not Available for eFiling,Private,Company limited by Shares,Non-govt company,15-06-83,Nagaland,8000000,5475000,20101,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","DIMAPUR MON NAGALAND , Mon Unclassified NL 000000",RoC-Shillong,NA,NA,NA
U20101NL1983PTC002072,HARON PLYWOOD PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,18-08-83,Nagaland,2500000,1092000,20101,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","TIRUNAGINIMORA NAGALAND , Mon Unclassified NL 000000",RoC-Shillong,NA,NA,NA
U20101NL1983PTC002073,AMARJYOTI VENEER & SAW MILL PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,18-08-83,Nagaland,1000000,400,20101,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","UPPER TIRU P O NAGINIMARADIST MON NAGALAND , Mon Unclassified NL 000000",RoC-Shillong,NA,NA,NA
U20101NL1983PTC002076,C.M. INDUSTRIES PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,01-09-83,Nagaland,500000,0,20101,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","HAGINIMARA P.O HAGINIMARA TOWN HAGINIMARA , Mon Unclassified NL 000000",RoC-Shillong,NA,NA,NA
U20101NL1983PTC002079,MOILONG SAW & VENEER MILLS PVT LTD,Active,Private,Company limited by Shares,Non-govt company,02-09-83,Nagaland,500000,217000,20101,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","UPPER TIRUNAGINIMORA MON NAGALAND , Mon Unclassified NL 000000",RoC-Shillong,NA,NA,NA
U20101NL1983PTC002080,WEKONG WOOD PRODUCTS PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,02-09-83,Nagaland,500000,500,20101,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","VILL. UPPER TIRU P O & P SNAGINIMORA DIST MON NAGALAND , Mon Unclassified NL 000000",RoC-Shillong,NA,NA,NA
U20101NL1983PTC002085,NORTH EASTERN VENEER PRODUCTS PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,14-09-83,Nagaland,500000,200,20101,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","NAGINIMARAMON NAGALAND , Mon Unclassified NL 000000",RoC-Shillong,NA,NA,NA
U20101NL1983PTC002088,TULI WOOD PRODUCTS PVT LTD,Active,Private,Company limited by Shares,Non-govt company,26-09-83,Nagaland,1000000,968000,20101,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","TULIMOKOKCHUNG NAGALAND , Mokokchung Unclassified NL 000000",RoC-Shillong,NA,NA,NA
U20101NL1983PTC002101,AROMA TIMBERS PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,10-11-83,Nagaland,500000,49800,20101,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","UPPER TIRUNAGINIMORA NAGALAND , Mon Unclassified NL 000000",RoC-Shillong,NA,NA,NA
U20101NL1983PTC002102,NORTH EAST WOOD INDUSTRIES PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,17-11-83,Nagaland,1000000,200000,20101,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","P O CHUMUKEDIMA NEAR DIMAPURDIST KOHIMA NAGALAND , Kohima Unclassified NL 000000",RoC-Shillong,NA,NA,NA
U20101NL1983PTC002113,PONGKONG TIMBER INDUSTRIES PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,30-11-83,Nagaland,1000000,500000,20101,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","KHATKHATI ROADDIMAPUR NAGALAND , Kohima Unclassified NL 000000",RoC-Shillong,NA,NA,NA
U20101NL1983PTC002114,ZERO FOREST PRODUCTS PVT LTD,Active,Private,Company limited by Shares,Non-govt company,05-12-83,Nagaland,1000000,422000,20101,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","ZERO POINT, P.O. NAGINIMORA,DIST. MON, NAGALAND nagaland , Mon Unclassified NL 000000",RoC-Shillong,NA,NA,NA
U20101NL1983PTC002123,K.R.VENEER AND SAW INDUSTRIES PVT. LTD,Active,Private,Company limited by Shares,Non-govt company,23-12-83,Nagaland,1000000,820000,20101,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","VILL. TIRU, P.O. NAGINIMORADIST. MON , Mon Unclassified NL 000000",RoC-Shillong,NA,NA,NA
U20101NL1983PTC002124,JABOKA WOOD PVT LTD,Active,Private,Company limited by Shares,Non-govt company,30-12-83,Nagaland,2000000,995400,20101,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","TIZIT MON , Unclassified NL 000000",RoC-Shillong,jabokawood1983@gmail.com,31-03-20,31-03-20
U20101NL1983PTC002125,NANGTAN VALLEY FOREST PRODUCTS PVT LTD,Active,Private,Company limited by Shares,Non-govt company,30-12-83,Nagaland,1000000,500,20101,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","TIZITMON NAGALAND , Mon Unclassified NL 000000",RoC-Shillong,NA,31-03-06,31-03-06
U20101NL1984PTC002133,SHALIMAR TIMBER INDUSTRIES PVT LTD,Active,Private,Company limited by Shares,Non-govt company,27-01-84,Nagaland,1000000,500000,20101,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","P O NAGINIMORA,DIST MON NAGALAND nagaland , Mon Unclassified NL 000000",RoC-Shillong,NA,NA,NA
U20101NL1984PTC002141,MON WOOD PRODUCTS PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,24-02-84,Nagaland,2000000,291000,20101,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","TIRUMON NAGALAND , Mon Unclassified NL 000000",RoC-Shillong,NA,NA,NA
U20101NL1984PTC002234,KANGCHING TIMBER INDUSTRIES PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,27-09-84,Nagaland,500000,300,20101,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","VILL KANGCHING P O TAMLU DTTUENSANG NAGALAND , Unclassified NL 000000",RoC-Shillong,NA,NA,NA
U20101NL1985PLC002346,DILLAI VALLEY WOODCRAFTS PVT.LTD.,Strike Off,Public,Company limited by Shares,Non-govt company,27-03-85,Nagaland,1500000,0,20101,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","Dimapur nagaland , Kohima Unclassified NL 000000",RoC-Shillong,NA,NA,NA
U20101NL1985PTC002286,SAMSON TIMBER INDUSTRIES PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,22-01-85,Nagaland,10000000,9780000,20101,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","P.O -TIZIT DIST- MON TIZIT , Mon Unclassified NL 000000",RoC-Shillong,NA,NA,NA
U20101NL1985PTC002299,TIRU HILLS TIMBER PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,02-02-85,Nagaland,500000,11000,20101,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","P.O.Tiru Dist: Mon , Mon Unclassified NL 000000",RoC-Shillong,NA,NA,NA
U20101NL1985PTC002302,HUNGLUNG WOOD PRODUCTS PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,04-02-85,Nagaland,1500000,3000,20101,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","DIMPAPUR DIMAPUR NAGALAND , Mon Unclassified NL 000000",RoC-Shillong,NA,NA,NA
U20101NL1985PTC002389,N P S TIMBERS PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,22-07-85,Nagaland,500000,380000,20101,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","DIMAPUR NAGALANDDIST KOHIMA NAGALAND , Kohima Unclassified NL 000000",RoC-Shillong,NA,NA,NA
U20101NL1985PTC002451,TIZIT WOOD PRODUCTS PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,01-11-85,Nagaland,2000000,110000,20101,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","TIZITDIST MON DIMAPUR NAGALAND , Mon Unclassified NL 000000",RoC-Shillong,NA,NA,NA
U20101NL1987PTC002662,IDEAL TIMBER INDUSTRIES PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,27-02-87,Nagaland,1000000,4100,20101,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","KHATKHATI ROADDIMAPUR KOHIMA NAGALAND , Kohima Unclassified NL 000000",RoC-Shillong,NA,NA,NA
U20101NL1987PTC002764,M B PANESAR AND SONS PVT LTD,Active,Private,Company limited by Shares,Non-govt company,14-08-87,Nagaland,10000000,10000000,20101,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","Nepali Basti, Link Road, DIMAPUR , Unclassified NL 797112",RoC-Shillong,panesar31@rediffmail.com,31-03-19,31-03-19
U20101NL1987PTC002830,GYAN INDUSTRIAL HOUSE PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,15-12-87,Nagaland,2500000,1180000,20101,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","Jain Temple Road, Dimapur-797112. NAGALAND , Unclassified NL 000000",RoC-Shillong,akansanju@gmail.com,31-03-10,31-03-10
U20101NL1988PTC002839,BALAJI TIMBER INDUSTRY PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,01-01-88,Nagaland,5000000,250000,20101,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","KHER MAHALNATUN BASTI DIMAPUR , Kohima Unclassified NL 000000",RoC-Shillong,NA,NA,NA
U20101NL1988PTC002840,CHANGKI VALLEY FOREST PRODUCTS PVT LTD,Active,Private,Company limited by Shares,Non-govt company,01-01-88,Nagaland,2500000,1500000,20101,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","LINGRIJAN DIMAPUR , Unclassified NL 797112",RoC-Shillong,watiandasang@yahoo.co.in,31-03-18,31-03-18
U20101NL1988PTC002990,WOKHA FOREST PRODUCTS PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,26-05-88,Nagaland,1300000,1257000,20101,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","MERAPANIWOKHA NAGALAND , Unclassified NL 000000",RoC-Shillong,NA,NA,NA
U20101NL1989PTC003166,EVERGREEN WOOD PRODUCTS PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,13-01-89,Nagaland,500000,500000,20101,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","KHOPANALA ROAD 7TH MILE P OCHUMUKEDIMA DIMAPUR NAGALAND , Kohima Unclassified NL 000000",RoC-Shillong,NA,NA,NA
U20211NL1972PLC001375,NAGALAND FOREST PRODUCTS LTD,Active,Public,Company limited by Shares,Non-govt company,02-05-72,Nagaland,5000000,2800000,20211,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","TIJIT, DIST. MON , Mon Unclassified NL 000000",RoC-Shillong,NA,NA,NA
U20211NL1978PTC001758,NAMSA TIMBER INDUSTRIES PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,24-10-78,Nagaland,200000,800,20211,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","Po Tizit, Dt-Mon Koima Nagaland , Mon Unclassified NL 000000",RoC-Shillong,NA,NA,NA
U20211NL1979PTC001770,TIGER VENEER MILLS PVT LTD,Strike Off,Private,Company Limited by Guarantee,Non-govt company,10-05-79,Nagaland,2500000,4000,20211,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","P.o. Tizit Dist-Mon Kohima Nagaland , Mon Unclassified NL 000000",RoC-Shillong,NA,NA,NA
U20211NL1980PTC001851,SRI NAGINIMORA WOOD PRODUCTS PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,25-11-80,Nagaland,95000,0,20211,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","NAGINIMORA, NAGALANDDIST. MON , Mon Unclassified NL 000000",RoC-Shillong,NA,NA,NA
U20211NL1982PTC001941,NAGALAND PLYWOOD PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,05-05-82,Nagaland,2500000,0,20211,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","LUMTHI COLONY, DIMAPURDIST. KOHIMA , Kohima Unclassified NL 797112",RoC-Shillong,NA,NA,NA
U20211NL1983PLC002036,KUDA WOOD PRODUCTS LTD,Active,Public,Company limited by Shares,Non-govt company,07-04-83,Nagaland,20000000,20000000,20211,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","LENGRIJAN VILLAGE, DIPHU ROAD, DIMAPUR, , Unclassified NL 797112",RoC-Shillong,kudawood83@gmail.com,31-03-20,31-03-20
U20211NL1983PTC002008,KONYAK FOREST PRODUCTS PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,27-01-83,Nagaland,2000000,1850000,20211,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","TIZIT NAGALANDMON NAGALAND , Mon Unclassified NL 000000",RoC-Shillong,NA,NA,NA
U20211NL1983PTC002028,PLYCRAFT INDUSTRIES PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,17-03-83,Nagaland,1000000,200000,20211,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","Naginimora Dist: Mon NAGALAND , Mon Unclassified NL 000000",RoC-Shillong,NA,NA,NA
U20211NL1983PTC002029,DIMAPUR VENEER & SAW MILLS PVT LTD,Active,Private,Company limited by Shares,Non-govt company,17-03-83,Nagaland,1000000,500000,20211,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","WARD-05, KHOUVANALLA INDUSTRIAL ESTATE, 7TH MILE, CHUMUKEDIMA, DIMAPUR , Dimapur Unclassified NL 797103",RoC-Shillong,anil_banka@hotmail.com,31-03-20,31-03-20
U20211NL1983PTC002030,PURBACHAL WOOD INDUSTRIES PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,19-03-83,Nagaland,1000000,772000,20211,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","Khatkati Road, Dimapur , Kohima Unclassified NL 000000",RoC-Shillong,NA,NA,NA
U20211NL1983PTC002043,NAGINIMORA WOOD CRAFTS PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,18-05-83,Nagaland,500000,375000,20211,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","NAGINIMORAMON NAGALAND , Mon Unclassified NL 000000",RoC-Shillong,NA,NA,NA
U20211NL1983PTC002068,NAGALAND VENEER PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,01-08-83,Nagaland,1000000,3000,20211,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","NAGINIMORAMON NAGALAND , Mon Unclassified NL 000000",RoC-Shillong,NA,NA,NA
U20211NL1983PTC002071,IDEAL PLY UDYOG PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,18-08-83,Nagaland,2000000,900000,20211,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","P.O. Naginimara, Nagaland NAGALAND , Unclassified NL 798622",RoC-Shillong,ssbbp@yahoo.com,31-03-08,31-03-08
U20211NL1983PTC002090,ARUN FOREST PRODUCTS PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,29-09-83,Nagaland,1000000,1000000,20211,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","Mon NAGALAND , Mon Unclassified NL 798621",RoC-Shillong,NA,NA,NA
