CORPORATE_IDENTIFICATION_NUMBER,Company_Name,Company_status,Company_class,Company_Category,Company_sub_category,DATE_OF_REGISTRATION,REGISTERED_STATE,AUTHORIZED_CAP,PAIDUP_CAPITAL,Industrial_Class,PRINCIPAL_BUSINESS_ACTIVITY_AS_PER_CIN,Registered_Office_Address,REGISTRAR_OF_COMPANIES,EMAIL_ADDR,Latest_Year_AR,Latest_Year_BS
U45201MZ2011PTC008267,ROYTE DEVELOPERS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,10-08-11,Mizoram,2500000,100000,45201,Construction,"THLANG TIANG BUILDING HOUSE NO 188/W-22, DAWRPUI WEST AIZAWL , Unclassified MZ 796001",RoC-Shillong,ttbena@gmail.com,31-03-19,31-03-19
U45201MZ2014PLC008277,MIZORAM INFRASTRUCTURE DEVELOPMENTCOMPANY LIMITED,Under Process of Striking off,Public,Company limited by Shares,Non-govt company,25-03-14,Mizoram,500000,500000,45201,Construction,"C/O ZORAM INDUSTRIAL DEVELOPMENT CORPORATION LTD. NEW SECRETARIAT COMPLEX, KHATLA AIZAWL , Aizawl Unclassified MZ 796001",RoC-Shillong,swatiagarwal@spml.co.in,31-03-19,31-03-19
U45201MZ2015PTC008284,ZOCONS CIVIL ENGINEERING PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,15-06-15,Mizoram,100000,100000,45201,Construction,"A-33,2nd Floor Zachhunga Building Opposite Abigail LowerZarkawt, Aizawl , Aizawl Unclassified MZ 796001",RoC-Shillong,ela075@gmail.com,NA,NA
U45201MZ2019OPC013337,LALHMING INFRASTRUCTURES ANDCONSTRUCTIONS (OPC) PRIVATE LIMITED,Active,Private(One Person Company),Company limited by Shares,Non-govt company,18-02-19,Mizoram,1000000,100000,45201,Construction,"H/NO. A-6, HLIMEN DAMVENG NEAR PRESBYTERIAN CHURCH AIZAWL , Aizawl Unclassified MZ 796005",RoC-Shillong,lhinc2019@gmail.com,NA,NA
U45201MZ2019PTC013351,BLUE MOUNTAIN CONSTRUCTION ENGINEERING &SERVICES PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,09-07-19,Mizoram,1000000,100000,45201,Construction,"ZOMUAN VILLA, HOUSE NO: C-IV/66-B AND C-IV/66-D (PART), CHAWLHHMUN AIZAWL , Aizawl Unclassified MZ 796009",RoC-Shillong,partha.phukan@gmail.com,NA,NA
U45201MZ2020PTC013364,SAN CREATIVE CONSULTANCY PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,24-02-20,Mizoram,500000,150000,45201,Construction,"B- 18, AINAWN, NEAR PRESBYSTERIAN CHURCH THUAMPUI, ZEMABAWK AIZAWL , Aizawl Unclassified MZ 796017",RoC-Shillong,sameer.nitb@gmail.com,NA,NA
U45202MZ2005PTC007690,L & V ENGINEERING PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,28-03-05,Mizoram,500000,100000,45202,Construction,"TUIKUAL HOUSE NO B30AIZWAL MIZORAM , Unclassified MZ 796001",RoC-Shillong,NA,NA,NA
U45202MZ2008PTC008238,LUSHAI ENGINEERS PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,17-03-08,Mizoram,1000000,100000,45202,Construction,"C/O V. NEIHKUNGA BUILDING CANTEEN SQ, DAWRPUI AIZAWL , Aizawl Unclassified MZ 796001",RoC-Shillong,mcpuia@gmail.com,31-03-09,NA
U45202MZ2008PTC008250,JR BUILDERS AND CONSTRUCTIONS PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,01-10-08,Mizoram,2000000,0,45202,Construction,"ZALAWMA BUILDING ZARKAWT AIZAWL , Aizawl Unclassified MZ 796001",RoC-Shillong,shy_loveuall@yahoo.com,NA,NA
U45202MZ2011PTC008263,ZORPI INFRASTRUCTURE PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,09-05-11,Mizoram,2000000,100000,45202,Construction,"HOUSE NO. B-6, UPPER REPUBLIC PO:AIZAWL AIZAWL , Unclassified MZ 796001",RoC-Shillong,zipproject@zorpi.in,31-03-14,31-03-14
U45203MZ2013PTC008273,PACHUAU CONSTRUCTION PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,06-02-13,Mizoram,1000000,100000,45203,Construction,"C/O LALTHANZARA 94, VAIVAKAWN I AIZAWL , Aizawl Unclassified MZ 796009",RoC-Shillong,pcramtea@gmail.com,NA,NA
U45209MZ2019PTC013340,GREENHILL SERVICES PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,16-04-19,Mizoram,100000,100000,45209,Construction,"C/O P.C. Chuauhnuna House No A-16, Salem Veng LUNGLEI , Lunglei Unclassified MZ 796701",RoC-Shillong,josephlbpachuau@gmail.com,NA,NA
U45309MZ1987PTC002676,KEES CONSTRUCTION INDIA PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,07-04-87,Mizoram,2000000,2000,45309,Construction,"ELECTRIC VENG CHURCH STREETAIZWAL MIZORAM , Unclassified MZ 000000",RoC-Shillong,NA,NA,NA
U45309MZ2019PTC013360,SPAN RTA CONSULTANCY PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,07-11-19,Mizoram,1000000,100000,45309,Construction,"CNB E-23, LILY VENG CHALTLANG AIZWAL , Aizawl Unclassified MZ 796014",RoC-Shillong,ajaygotame@gmail.com,31-03-20,31-03-20
U45309MZ2020PTC013375,ANDREA INFRA PROJECTS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,19-10-20,Mizoram,1000000,500000,45309,Construction,"NEW COLONY WEST -I SAIHA , Saiha Unclassified MZ 796901",RoC-Shillong,CHLYCHHO@GMAIL.COM,NA,NA
U45400MZ2007PLC008255,ASIAN BULLS CONSTRUCTION AND DEVELOPERSLIMITED,Active,Public,Company limited by Shares,Non-govt company,25-05-07,Mizoram,70000000,65500000,45400,Construction,"Room No. 1A, Top Floor, Millinium Centre Dawrpui, Aizawl Aizawl , Unclassified MZ 796001",RoC-Shillong,jameskeishing1962@gmail.com,31-03-20,31-03-20
U45403MZ2018SGC013317,AIZAWL SMART CITY LIMITED,Active,Public,Company limited by Shares,State Govt company,28-03-18,Mizoram,500000,100000,45403,Construction,"C/O MIZORAM SECRETARIAT NEW CAPITAL COMPLEX AIZAWL , Aizawl Unclassified MZ 796005",RoC-Shillong,atanusristi@gmail.com,NA,NA
U45500MZ2018PTC013321,LOOSIS INFRA PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,12-06-18,Mizoram,150000,100000,45500,Construction,"M - 3 / 6, Chhinga Veng, AIZAWL , Aizawl Unclassified MZ 796001",RoC-Shillong,alloysiuslalremruata@gmail.com,NA,NA
U51109MZ1998PLC005310,ZORAM AGROFARM INDUSTRIES LIMITED,Strike Off,Public,Company limited by Shares,Non-govt company,21-01-98,Mizoram,500000,7000,51109,"Wholesale trade and commission trade, except of motor vehicles and motorcycles","C O DR SAMTE VUNGZALIANTUIKUAL A AIZWAL DIST AIZWAL. MIZORAM , Unclassified MZ 000000",RoC-Shillong,NA,NA,NA
U51431MZ2008PTC008248,NIAGARA TIMBER PRODUCTS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,11-07-08,Mizoram,1000000,100000,51431,"Wholesale trade and commission trade, except of motor vehicles and motorcycles","CHALLIANNGURA BUILDING 5TH FLOOR, NEAR VANAPA HALL, TREASURY SQRS AIZAWL , Aizawl Unclassified MZ 796001",RoC-Shillong,josethomasca@gmail.com,31-03-11,31-03-11
U51505MZ2008PTC008249,LIMA TRADING PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,22-08-08,Mizoram,1000000,0,51505,"Wholesale trade and commission trade, except of motor vehicles and motorcycles","C/O K C THAKURI BUILDING NEAR AIZAWL WATCH HOUSE BAZAR BUNGKAWN, DAWRPUI AIZAWL , Aizawl Unclassified MZ 796001",RoC-Shillong,kh_randall8@yahoo.com,NA,NA
U51909MZ2009PTC008254,PENIEL ENTERPRISES PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,15-10-09,Mizoram,1000000,100000,51909,"Wholesale trade and commission trade, except of motor vehicles and motorcycles","T-37, TUIKHUAHTLANG AIZAWL , Aizawl Unclassified MZ 796001",RoC-Shillong,akansanju@gmail.com,NA,NA
U51909MZ2012PTC008270,KING TRADING PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,20-03-12,Mizoram,10500000,100000,51909,"Wholesale trade and commission trade, except of motor vehicles and motorcycles","E-29 CHANMARI AIZAWL , Aizawl Unclassified MZ 796007",RoC-Shillong,gauraf_14@yahoo.com,31-03-16,31-03-16
U51909MZ2013PTC008272,MIZO LIFE STYLE MARKETING PRIVATELIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,31-01-13,Mizoram,100000,100000,51909,"Wholesale trade and commission trade, except of motor vehicles and motorcycles","T-5/B, IIIrd FLOOR TUIKHUAHTLANG AIZAWL , Aizawl Unclassified MZ 796001",RoC-Shillong,gunasekaran@rmpadmin.com,31-03-17,31-03-17
U51909MZ2018PTC013324,ZONU MEAT PROCESSING PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,30-07-18,Mizoram,100000,100000,51909,"Wholesale trade and commission trade, except of motor vehicles and motorcycles","MV-14 MISSION VENG DISTRICT SUB DIVISION-I A MIZORAM , Aizawl Unclassified MZ 796005",RoC-Shillong,rinzuala@gmail.com,NA,NA
U51909MZ2019OPC013358,NEU BUANSING (OPC) PRIVATE LIMITED,Active,Private(One Person Company),Company limited by Shares,Non-govt company,19-10-19,Mizoram,100000,100000,51909,"Wholesale trade and commission trade, except of motor vehicles and motorcycles","C/O B MANGA ,BETHEL CHAMPHAI CHAMPHAI , Champhai Unclassified MZ 796321",RoC-Shillong,neuneubuansing77@gmail.com,31-03-20,31-03-20
U51909MZ2020PTC013367,ATBUYS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,27-04-20,Mizoram,1500000,100000,51909,"Wholesale trade and commission trade, except of motor vehicles and motorcycles","Atbuys, S110, Sanghnuna Market, near Aizawal Watch House, Dawrpui, Aizawl , Aizawl Unclassified MZ 796001",RoC-Shillong,cs.rohit@outlook.com,NA,NA
U52100MZ2013SGC008274,MIZORAM DIRECT MARKETING LIMITED,Strike Off,Public,Company limited by Shares,State Govt company,11-03-13,Mizoram,1000000,500000,52100,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods","T-5/D, Ist FLOOR TUIKHUAHTLANG AIZAWL , Aizawl Unclassified MZ 796001",RoC-Shillong,miz.directmarketing@gmail.com,NA,NA
U52100MZ2020OPC013366,NEIHSIAL VENTURES (OPC) PRIVATE LIMITED,Active,Private(One Person Company),Company limited by Shares,Non-govt company,01-04-20,Mizoram,100000,100000,52100,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods","KHUANGPUILAM COFFEEMUAL KOLASIB , Kolasib Unclassified MZ 796081",RoC-Shillong,rneihsial@gmail.com,NA,NA
U52393MZ2016PTC013299,L&L GEMS AND JEWELLERY PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,14-09-16,Mizoram,100000,100000,52393,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods","H.No. A-168 Luangmual West Aizawl , Aizawl Unclassified MZ 796009",RoC-Shillong,drmawia@yahoo.com,31-03-20,31-03-20
U52520MZ2016OPC013291,PS (OPC) PRIVATE LIMITED,Active,Private(One Person Company),Company limited by Shares,Non-govt company,19-04-16,Mizoram,100000,100000,52520,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods","House No. 225, Champhai Vengthar Champhai , Champhai Unclassified MZ 796321",RoC-Shillong,pszatluanga@gmail.com,31-03-17,31-03-17
U52520MZ2019PTC013359,SHIVEEMA INTERNATIONAL PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,23-10-19,Mizoram,100000,100000,52520,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods","CNB-B1 CHALTLANG LILY VENG AIZAWAL KBC NGUNGA CHALTLANG AIZAWL , Aizawl Unclassified MZ 796001",RoC-Shillong,meenakshibjp@gmail.com,NA,NA
U52590MZ2010PTC008257,HONEYCOMB AGENCIES AND MARKETING PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,29-03-10,Mizoram,500000,500000,52590,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods","BHAGWATI COMPLEX CANTEEN SQUARE AIZAWL , Aizawl Unclassified MZ 796001",RoC-Shillong,birmiwal.clients@yahoo.in,31-03-12,31-03-12
U52599MZ2014PTC008280,ZOLAND PALI TRADERS PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,08-12-14,Mizoram,100000,100000,52599,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods","29 kahrawt veng B C Lalthlamuana Building champai , Champhai Unclassified MZ 796321",RoC-Shillong,rchullova@yahoo.in,NA,NA
U52609MZ2016PTC013300,CURREX TRADING PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,23-11-16,Mizoram,100000,100000,52609,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods","Republic Hmar, Veng, Aizawl , Aizawl Unclassified MZ 796001",RoC-Shillong,amuana91@gmail.com,31-03-18,31-03-18
U55101MZ1984PTC002211,MOONLIGHT HOTEL PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,17-08-84,Mizoram,3500000,1130000,55101,Hotels and restaurants,"AIZAWL , Unclassified MZ",RoC-Shillong,NA,NA,NA
U55101MZ2001PTC006593,MIZORAM GRAND HOTEL PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,23-08-01,Mizoram,500000,100000,55101,Hotels and restaurants,"CHANDMARY VENGAIZAWL MIZORAM , Unclassified MZ 000000",RoC-Shillong,NA,NA,NA
U55101MZ2005PTC007647,HRANGBANA RESORT PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,01-02-05,Mizoram,500000,100000,55101,Hotels and restaurants,"D-4/A,CHANDMARI, DIST: AIZAWL AIZAWL , Unclassified MZ 796007",RoC-Shillong,NA,NA,NA
U55209MZ2020PTC013377,DAJ PIZZERIA HOUSE PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,26-11-20,Mizoram,100000,100000,55209,Hotels and restaurants,"C/O ROZAMA, AIZAWL REV I, , BAWNGKAWN AIZWAL AIZWAL , Aizawl Unclassified MZ 796014",RoC-Shillong,dipakkumargiri2020@gmail.com,NA,NA
U60210MZ1971PTC001346,MIZO TRANSPORT CO PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,29-06-71,Mizoram,100000,300,60210,"Transport, storage and communications","BARA BAZARAIZAWL MIZORAM , Unclassified MZ 000000",RoC-Shillong,NA,NA,NA
U60231MZ2000PTC006158,MIZORAM ROAD TRANSPORT COMPANY PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,11-05-00,Mizoram,500000,20000,60231,"Transport, storage and communications","LOWER ZARKOWTAIZWAL MIZORAM , Unclassified MZ 796007",RoC-Shillong,NA,NA,NA
U60232MZ2018PTC013320,HLDL SOLUTIONS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,06-06-18,Mizoram,100000,100000,60232,"Transport, storage and communications","A-48, SECTOR-1 CHAR NO. ROAD TUIKUAL A, AIZAWL MUNCIPAL COUNCIL,AIZAWL MIZORAM , Aizawl Unclassified MZ 796001",RoC-Shillong,hmingafanai4@gmail.com,31-03-20,31-03-20
U63040MZ2001PTC006486,CHIEF TRAVELS & COMMUNICATIONS PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,10-04-01,Mizoram,500000,100000,63040,"Transport, storage and communications","ZARKAWTAIZAWL MIZORAM , Unclassified MZ 000000",RoC-Shillong,akansanju@gmail.com,NA,NA
U64200MZ2016PTC013294,BCA COMMUNICATIONS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,02-06-16,Mizoram,1000000,1000000,64200,"Transport, storage and communications","SHOP NO.H-6,LALBUAIA SHOPPING COMPLEX ZARKAWT AIZAWL , Aizawl Unclassified MZ 796001",RoC-Shillong,bcacommaizawl@gmail.com,31-03-20,31-03-20
U64202MZ2008PTC008237,VEES COMMUNICATIONS PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,13-02-08,Mizoram,2000000,100000,64202,"Transport, storage and communications","H. NO E/58, CHANMARI RAMHLUN ROAD AIZAWL , Unclassified MZ 796007",RoC-Shillong,veescommunication@rediffmail.com,31-03-12,31-03-12
U64203MZ2015PTC008286,ZORAM BUSINESS ENTERPRISE PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,16-07-15,Mizoram,5000000,5000000,64203,"Transport, storage and communications","HOUSE NO- B/5 CHANMARI AIZWAL , Aizawl Unclassified MZ 796007",RoC-Shillong,tpx.zadeng@gmail.com,31-03-20,31-03-20
U65921MZ2007PLC008236,LERSIA FORTUNE FINANCE COMPANY LIMITED,Strike Off,Public,Company limited by Shares,Non-govt company,20-08-07,Mizoram,20500000,500000,65921,Financial intermediation,"ZOLIANSANGA BUILDING CHANMARI AIZAWL , Unclassified MZ 796001",RoC-Shillong,legacycorpn@yahoo.co.in,31-03-13,31-03-13
U65922MZ2006PLC008256,NORTH EAST REGION HOUSING FINANCECOMPANY LIMITED,Active,Public,Company limited by Shares,Non-govt company,03-04-06,Mizoram,200000000,136665000,65922,Financial intermediation,"HOUSE NO. D 64(E), 2ND BACK SIDE BUILDING, REPUBLIC ROAD, SIKULPUIKAWN, MISSION VENG, AIZAWL AIZAWL , Aizawl Unclassified MZ 796005",RoC-Shillong,nerhoficltd@gmail.com,31-03-18,31-03-18
U65929MZ1988SGC003161,MIZORAM HANDLOOM AND HANDICRAFTSDEVELOPMENT CORPORATION LTD,Active,Private,Company limited by Shares,State Govt company,20-12-88,Mizoram,100000000,100000000,65929,Financial intermediation,"KHATLA, AIZWAL, , Unclassified MZ 796001",RoC-Shillong,kdk1999@gmail.com,NA,31-03-10
U65929MZ2013NPL008275,LEGACY INDIA MICRO FINANCE,Active,Private,Company Limited by Guarantee,Non-govt company,25-03-13,Mizoram,0,0,65929,Financial intermediation,"KLB 5(J) Zemabawk, AL Road Aizawl , Aizawl Unclassified MZ 796017",RoC-Shillong,akansanju@gmail.com,NA,NA
U65990MZ2014NPL008279,LUSHAI HILLS MICRO FINANCE,Active,Private,Company Limited by Guarantee,Non-govt company,25-07-14,Mizoram,0,0,65990,Financial intermediation,"DV 3 THAKTHING DAMVENG AIZAWL , Aizawl Unclassified MZ 796005",RoC-Shillong,drdothanga@gmail.com,NA,NA
U65999MZ2020PLN013362,IRA MUTUAL BENEFIT NIDHI LIMITED,Active,Public,Company limited by Shares,Non-govt company,07-02-20,Mizoram,1000000,1000000,65999,Financial intermediation,"C/o L H Lianai Tuikual S AIZAWL, DIS III , Aizawl Unclassified MZ 796001",RoC-Shillong,rayum777@gmail.com,NA,NA
U65999MZ2020PLN013363,IRA WEALTH MANAGEMENT NIDHI LIMITED,Active,Public,Company limited by Shares,Non-govt company,21-02-20,Mizoram,1000000,1000000,65999,Financial intermediation,"C/o L H Lianai Tuikual S AIZAWL, DIS III , Aizawl Unclassified MZ 796001",RoC-Shillong,rayum777@gmail.com,NA,NA
U70100MZ2018PTC013331,VAIPHEI REAL ESTATE PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,14-12-18,Mizoram,1000000,100000,70100,Real estate activities,"D-34, PWD Tlang, Millinium Centre, Zarkawt, Aizawl Municipal Council AIZAWL, , Aizawl Unclassified MZ 796001",RoC-Shillong,hmingivaiphei17@gmail.com,31-03-20,31-03-20
U70100MZ2019PTC013332,MIZO REAL ESTATE DEVELOPERS PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,08-01-19,Mizoram,1000000,100000,70100,Real estate activities,"C/o Vanlalhmuaka, Electric Veng Near Sport Complex LUNGLEI , Lunglei Unclassified MZ 796701",RoC-Shillong,canavinsharma1987@gmail.com,31-03-20,31-03-20
U70101MZ1999PTC005885,ZORAM CONSTRUCTION COMPANY PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,04-10-99,Mizoram,1000000,3000,70101,Real estate activities,"P O A 15 ZARKAWTAIZAWL DIST AIZAWL MIZORAM , Unclassified MZ 000000",RoC-Shillong,jpsassociates@hotmail.com,NA,NA
U70101MZ2015PTC008281,RALTE REAL ESTATE & INFRASTRUCTUREPRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,07-01-15,Mizoram,1000000,100000,70101,Real estate activities,"SHOP NO. 9, DURA CHAWNGTHU MARKET ZION STREET AIZAWL , Aizawl Unclassified MZ 796001",RoC-Shillong,lallawmsanga17@gmail.com,31-03-20,31-03-20
U70109MZ2000PTC006021,T.B.C. ENGINEERS PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,09-02-00,Mizoram,2500000,2000,70109,Real estate activities,"DAWRPUI VENG NEAR AIZWALWATCH HOUSE DIST AIZWAL MIZORAM , Unclassified MZ 000000",RoC-Shillong,NA,NA,NA
U70109MZ2009PTC008253,KHAWLHRING DAWN INFRASTRUCTURE PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,15-07-09,Mizoram,500000,150000,70109,Real estate activities,"DAWRPUI SOUTH, SANGHNUNA BUILDNG, DAWRPUI AIZAWL , Aizawl Unclassified MZ 796001",RoC-Shillong,remsangpuii.sailo@cmcltd.com,NA,NA
U70109MZ2019PTC013357,KHIANGTE INFRASTRUCTURE PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,17-10-19,Mizoram,1000000,100000,70109,Real estate activities,"C/o Lalringdika, Falkland, Thuampui AIZAWL , Aizawl Unclassified MZ 796017",RoC-Shillong,canavinsharma1987@gmail.com,31-03-20,31-03-20
U70109MZ2020PTC013368,BELA & SONS INFRACON PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,19-07-20,Mizoram,1000000,30000,70109,Real estate activities,"C/O MR. LALRAMMAWIA, GOVERNMENT COMPLEX AIZWAL , Aizawl Unclassified MZ 796009",RoC-Shillong,lalrammawiamawitea2@gmail.com,NA,NA
U72100MZ1976PTC001668,HOTEL MOREENE PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,08-06-76,Mizoram,1000000,400,72100,Computer and related activities,"AIZWAL AIZWAL MIZORAM , Unclassified MZ 000000",RoC-Shillong,NA,NA,NA
U72100MZ1988PLC003015,MIZO TUBES LTD,Strike Off,Public,Company limited by Shares,Non-govt company,28-06-88,Mizoram,4000000,200,72100,Computer and related activities,"CHANDMARYAIZWAL MIZORAM , Unclassified MZ 000000",RoC-Shillong,NA,NA,NA
U72100MZ1990PTC003487,MIZORAM ELECTRICALS PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,03-12-90,Mizoram,2000000,108000,72100,Computer and related activities,"KANAN AIZAWL , Unclassified MZ 000000",RoC-Shillong,NA,NA,NA
U72100MZ2006PTC008055,MALSON BAMBOO PVT LTD,Strike Off,Private,Company limited by Shares,Non-govt company,08-02-06,Mizoram,500000,100000,72100,Computer and related activities,"CHAWNPUIVENG AIZAWL , Unclassified MZ 796009",RoC-Shillong,NA,NA,NA
U72100MZ2015PTC008287,FRALICE KNOWLEDGE HUB PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,29-07-15,Mizoram,100000,100000,72100,Computer and related activities,"Y-15 BAWNGKAWN SOUTH Aizawl , Aizawl Unclassified MZ 796014",RoC-Shillong,francisjoute@gmail.com,NA,NA
U72200MZ2011PTC008265,ETERNITY WILL E-SERVICES PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,15-07-11,Mizoram,500000,500000,72200,Computer and related activities,"Aijal Club, City Centre, Near Tennis court, Khatla , Aizawl Unclassified MZ 796001",RoC-Shillong,harrydhaul@gmail.com,NA,NA
U72200MZ2018OPC013316,ZOTEK CONSULTANTS (OPC) PRIVATE LIMITED,Active,Private(One Person Company),Company limited by Shares,Non-govt company,28-03-18,Mizoram,100000,100000,72200,Computer and related activities,"W-9 DAWRPUI WEST DAWRPUI AIZAWL , Aizawl Unclassified MZ 796001",RoC-Shillong,BIAKRINAWMA@GMAIL.COM,31-03-19,31-03-19
U72900MZ2000PTC006005,COATES INFORMATION TECHNOLOGY PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,25-01-00,Mizoram,500000,20000,72900,Computer and related activities,"2ND FLOOR R B COMPLEXZARKAWT AIZWAL MIZORAM , Unclassified MZ 796001",RoC-Shillong,NA,NA,NA
U72900MZ2015PTC008288,PISTICUS NETWORK SOLUTIONS PRIVATELIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,25-08-15,Mizoram,100000,100000,72900,Computer and related activities,"Lalhmelthaa Building, Upper Khatla, Aizawl Mizoram, Aizawl , Unclassified MZ 796001",RoC-Shillong,nextcommisp@gmail.com,NA,NA
U72900MZ2017PTC013304,ZORAM INTERNET PROVIDER PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,18-08-17,Mizoram,500000,500000,72900,Computer and related activities,"M/D 15 CHALTLANG VENGLAI AIZAWL , Aizawl Unclassified MZ 796012",RoC-Shillong,brishisharma@gmail.com,NA,NA
U72900MZ2017PTC013309,AAWB INTERNET PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,05-12-17,Mizoram,1000000,100000,72900,Computer and related activities,"H. No B-117 Ramhlun Venglai Aizawl , Aizawl Unclassified MZ 796012",RoC-Shillong,messarock@aol.in,31-03-20,31-03-20
U72900MZ2018PTC013327,LAILEN CONSULTING PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,20-09-18,Mizoram,100000,100000,72900,Computer and related activities,"T111, 1ST FLOOR, TUIKHUAHTLANG AIZAWL , Aizawl Unclassified MZ 796001",RoC-Shillong,ZOREMA07@GMAIL.COM,31-03-20,31-03-20
U72900MZ2018PTC013330,MIZOSERVER NETWORK PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,11-12-18,Mizoram,100000,0,72900,Computer and related activities,"C - 48 Model Veng AIZAWL , Aizawl Unclassified MZ 796005",RoC-Shillong,mizoservernetwork@gmail.com,31-03-19,31-03-19
U72900MZ2019OPC013344,PACHUAU TECHNOLOGY SOLUTIONS (OPC)PRIVATE LIMITED,Active,Private(One Person Company),Company limited by Shares,Non-govt company,30-04-19,Mizoram,100000,100000,72900,Computer and related activities,"C/O P.C Rothuama, H No T-63 Tuikhuahlang, Nr RL New Building AIZAWL , Aizawl Unclassified MZ 796001",RoC-Shillong,director@lightningnet.in,NA,NA
U72900MZ2019PTC013345,MANDR INTERNET SERVICE PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,21-05-19,Mizoram,1000000,100000,72900,Computer and related activities,"S/O HUALNGO BOCHUNG MANHLEIA BETHEL VENG, CHAMPHAI CHAMPHAI , Champhai Unclassified MZ 796321",RoC-Shillong,HBHMINGTHANTLUANGA@GMAIL.COM,31-03-20,31-03-20
U72900MZ2019PTC013353,LALAT INTERNET SERVICE PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,13-08-19,Mizoram,500000,100000,72900,Computer and related activities,"LALAT TOWER, U-63, UPPER BAZAR, DAWRPUI AIZAWL , Aizawl Unclassified MZ 796001",RoC-Shillong,rovalalat@yahoo.co.in,31-03-20,31-03-20
